V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
5.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Sales and customer service occupations,,Group personal pension
5.0,,17.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Sales and customer service occupations,,Group personal pension
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Sales and customer service occupations,,Group personal pension
3.0,,20.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Sales and customer service occupations,,Group personal pension
,x,40.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
33.0,,6.0,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
3.0,,20.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,28.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,74.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,x,37.0,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,x,60.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,x,60.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Sales and customer service occupations,,Group self-invested personal pension
34.0,,6.7,Year,2016,K02000001,,,Zero,,Employer,,Male,,"Process, plant and machine operatives",,All
432.0,,1.6,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,"Process, plant and machine operatives",,All
64.0,,4.8,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,"Process, plant and machine operatives",,All
66.0,,4.8,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,"Process, plant and machine operatives",,All
67.0,,4.7,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,"Process, plant and machine operatives",,All
67.0,,4.7,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,"Process, plant and machine operatives",,All
48.0,,5.6,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,"Process, plant and machine operatives",,All
69.0,,4.6,Year,2016,K02000001,,,7% and over,,Employer,,Male,,"Process, plant and machine operatives",,All
10.0,,12.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
20.0,,8.8,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
4.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
7.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
14.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
39.0,,6.1,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
33.0,,6.7,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
41.0,,6.1,Year,2016,K02000001,,,7% and over,,Employer,,Male,,"Process, plant and machine operatives",,Defined benefit
11.0,,12.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
219.0,,2.5,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
23.0,,8.1,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
27.0,,7.5,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
30.0,,7.2,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
13.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
8.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
11.0,,12.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,"Process, plant and machine operatives",,Defined contribution
8.0,,14.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
125.0,,3.4,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
27.0,,7.6,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
21.0,,8.7,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
16.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
11.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
5.0,,19.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
12.0,,11.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,22.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
41.0,,6.1,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
9.0,,14.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
8.0,,14.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
6.0,,16.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
,x,29.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
,x,52.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
8.0,,14.0,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,40.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
92.0,,3.2,Year,2016,K02000001,,,Zero,,Employer,,Male,,Elementary occupations,,All
428.0,,1.3,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Elementary occupations,,All
43.0,,5.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Elementary occupations,,All
47.0,,4.8,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Elementary occupations,,All
37.0,,5.4,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Elementary occupations,,All
69.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Elementary occupations,,All
23.0,,6.8,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Elementary occupations,,All
32.0,,5.8,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Elementary occupations,,All
55.0,,4.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,Elementary occupations,,Defined benefit
23.0,,6.9,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Elementary occupations,,Defined benefit
,x,21.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Elementary occupations,,Defined benefit
5.0,,16.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Elementary occupations,,Defined benefit
9.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Elementary occupations,,Defined benefit
53.0,,4.5,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Elementary occupations,,Defined benefit
14.0,,8.7,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Elementary occupations,,Defined benefit
17.0,,8.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Elementary occupations,,Defined benefit
24.0,,6.4,Year,2016,K02000001,,,Zero,,Employer,,Male,,Elementary occupations,,Defined contribution
259.0,,1.9,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Elementary occupations,,Defined contribution
15.0,,8.5,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Elementary occupations,,Defined contribution
23.0,,6.7,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Elementary occupations,,Defined contribution
14.0,,8.6,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Elementary occupations,,Defined contribution
10.0,,10.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Elementary occupations,,Defined contribution
4.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Elementary occupations,,Defined contribution
7.0,,13.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Elementary occupations,,Defined contribution
7.0,,13.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,Elementary occupations,,Group personal pension
93.0,,3.4,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Elementary occupations,,Group personal pension
17.0,,8.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Elementary occupations,,Group personal pension
12.0,,9.5,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Elementary occupations,,Group personal pension
9.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Elementary occupations,,Group personal pension
4.0,,17.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Elementary occupations,,Group personal pension
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Elementary occupations,,Group personal pension
4.0,,16.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Elementary occupations,,Group personal pension
4.0,,18.0,Year,2016,K02000001,,,Zero,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
33.0,,5.8,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
6.0,,14.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
5.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
4.0,,17.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
,x,22.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
,x,29.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Elementary occupations,,Group stakeholder pension
,x,,Year,2016,K02000001,,,Zero,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
3.0,,19.0,Year,2016,K02000001,,,Under 2%,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
,x,61.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
,x,60.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,5% to 6%,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,6% to 7%,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
,x,52.0,Year,2016,K02000001,,,7% and over,,Employer,,Male,,Elementary occupations,,Group self-invested personal pension
401.0,,2.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,All employees,,All
1882.0,,0.8,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,All employees,,All
389.0,,2.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,All employees,,All
463.0,,1.8,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,All employees,,All
474.0,,1.8,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,All employees,,All
1708.0,,0.9,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,All employees,,All
568.0,,1.7,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,All employees,,All
2321.0,,0.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,All employees,,All
118.0,,3.6,Year,2016,K02000001,,,Zero,,Employer,,Female,,All employees,,Defined benefit
107.0,,3.9,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,All employees,,Defined benefit
30.0,,7.4,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,All employees,,Defined benefit
60.0,,5.1,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,All employees,,Defined benefit
167.0,,3.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,All employees,,Defined benefit
1436.0,,0.9,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,All employees,,Defined benefit
457.0,,1.9,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,All employees,,Defined benefit
2052.0,,0.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,All employees,,Defined benefit
101.0,,4.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,All employees,,Defined contribution
1013.0,,1.2,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,All employees,,Defined contribution
132.0,,3.5,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,All employees,,Defined contribution
196.0,,2.7,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,All employees,,Defined contribution
130.0,,3.6,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,All employees,,Defined contribution
112.0,,3.8,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,All employees,,Defined contribution
48.0,,6.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,All employees,,Defined contribution
95.0,,4.2,Year,2016,K02000001,,,7% and over,,Employer,,Female,,All employees,,Defined contribution
128.0,,3.7,Year,2016,K02000001,,,Zero,,Employer,,Female,,All employees,,Group personal pension
502.0,,1.8,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,All employees,,Group personal pension
174.0,,3.1,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,All employees,,Group personal pension
151.0,,3.3,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,All employees,,Group personal pension
131.0,,3.6,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,All employees,,Group personal pension
104.0,,4.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,All employees,,Group personal pension
42.0,,6.4,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,All employees,,Group personal pension
111.0,,4.0,Year,2016,K02000001,,,7% and over,,Employer,,Female,,All employees,,Group personal pension
31.0,,7.4,Year,2016,K02000001,,,Zero,,Employer,,Female,,All employees,,Group stakeholder pension
164.0,,3.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,All employees,,Group stakeholder pension
44.0,,6.2,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,All employees,,Group stakeholder pension
47.0,,5.9,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,All employees,,Group stakeholder pension
38.0,,6.6,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,All employees,,Group stakeholder pension
37.0,,6.7,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,All employees,,Group stakeholder pension
16.0,,10.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,All employees,,Group stakeholder pension
34.0,,7.1,Year,2016,K02000001,,,7% and over,,Employer,,Female,,All employees,,Group stakeholder pension
8.0,,14.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,All employees,,Group self-invested personal pension
16.0,,10.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,All employees,,Group self-invested personal pension
5.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,All employees,,Group self-invested personal pension
4.0,,20.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,All employees,,Group self-invested personal pension
,x,21.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,All employees,,Group self-invested personal pension
,x,26.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,All employees,,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,All employees,,Group self-invested personal pension
,x,21.0,Year,2016,K02000001,,,7% and over,,Employer,,Female,,All employees,,Group self-invested personal pension
64.0,,5.4,Year,2016,K02000001,,,Zero,,Employer,,Female,,"Managers, directors and senior officials",,All
162.0,,3.2,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,"Managers, directors and senior officials",,All
45.0,,6.6,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,"Managers, directors and senior officials",,All
52.0,,6.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,"Managers, directors and senior officials",,All
54.0,,5.8,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,"Managers, directors and senior officials",,All
58.0,,5.7,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,"Managers, directors and senior officials",,All
59.0,,5.6,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,"Managers, directors and senior officials",,All
128.0,,3.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,"Managers, directors and senior officials",,All
20.0,,9.6,Year,2016,K02000001,,,Zero,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
10.0,,14.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
,x,24.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
5.0,,19.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
10.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
21.0,,9.7,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
39.0,,6.9,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
83.0,,4.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,"Managers, directors and senior officials",,Defined benefit
14.0,,12.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
78.0,,4.9,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
13.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
19.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
20.0,,9.7,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
17.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
8.0,,15.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
16.0,,11.0,Year,2016,K02000001,,,7% and over,,Employer,,Female,,"Managers, directors and senior officials",,Defined contribution
22.0,,9.8,Year,2016,K02000001,,,Zero,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
50.0,,6.2,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
21.0,,9.9,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
19.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
17.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
12.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
8.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
20.0,,10.0,Year,2016,K02000001,,,7% and over,,Employer,,Female,,"Managers, directors and senior officials",,Group personal pension
,x,22.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
14.0,,12.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
6.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
8.0,,16.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
5.0,,19.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
8.0,,16.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
,x,23.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
5.0,,20.0,Year,2016,K02000001,,,7% and over,,Employer,,Female,,"Managers, directors and senior officials",,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,53.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,40.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,60.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,43.0,Year,2016,K02000001,,,7% and over,,Employer,,Female,,"Managers, directors and senior officials",,Group self-invested personal pension
65.0,,5.3,Year,2016,K02000001,,,Zero,,Employer,,Female,,Professional occupations,,All
185.0,,3.1,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,Professional occupations,,All
59.0,,5.5,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,Professional occupations,,All
56.0,,5.7,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,Professional occupations,,All
66.0,,5.2,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,Professional occupations,,All
164.0,,3.2,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,Professional occupations,,All
156.0,,3.3,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,Professional occupations,,All
1643.0,,0.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,Professional occupations,,All
21.0,,9.3,Year,2016,K02000001,,,Zero,,Employer,,Female,,Professional occupations,,Defined benefit
13.0,,12.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,Professional occupations,,Defined benefit
6.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,Professional occupations,,Defined benefit
8.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,Professional occupations,,Defined benefit
13.0,,12.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,Professional occupations,,Defined benefit
118.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,Professional occupations,,Defined benefit
133.0,,3.6,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,Professional occupations,,Defined benefit
1543.0,,0.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,Professional occupations,,Defined benefit
12.0,,12.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,Professional occupations,,Defined contribution
88.0,,4.5,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,Professional occupations,,Defined contribution
18.0,,10.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,Professional occupations,,Defined contribution
16.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,Professional occupations,,Defined contribution
21.0,,9.2,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,Professional occupations,,Defined contribution
20.0,,9.6,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,Professional occupations,,Defined contribution
10.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,Professional occupations,,Defined contribution
29.0,,7.9,Year,2016,K02000001,,,7% and over,,Employer,,Female,,Professional occupations,,Defined contribution
23.0,,9.1,Year,2016,K02000001,,,Zero,,Employer,,Female,,Professional occupations,,Group personal pension
58.0,,5.6,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,Professional occupations,,Group personal pension
27.0,,8.2,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,Professional occupations,,Group personal pension
26.0,,8.5,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,Professional occupations,,Group personal pension
24.0,,8.8,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,Professional occupations,,Group personal pension
19.0,,9.8,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,Professional occupations,,Group personal pension
9.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employer,,Female,,Professional occupations,,Group personal pension
42.0,,6.7,Year,2016,K02000001,,,7% and over,,Employer,,Female,,Professional occupations,,Group personal pension
5.0,,20.0,Year,2016,K02000001,,,Zero,,Employer,,Female,,Professional occupations,,Group stakeholder pension
15.0,,11.0,Year,2016,K02000001,,,Under 2%,,Employer,,Female,,Professional occupations,,Group stakeholder pension
7.0,,16.0,Year,2016,K02000001,,,2% to 3%,,Employer,,Female,,Professional occupations,,Group stakeholder pension
5.0,,19.0,Year,2016,K02000001,,,3% to 4%,,Employer,,Female,,Professional occupations,,Group stakeholder pension
6.0,,17.0,Year,2016,K02000001,,,4% to 5%,,Employer,,Female,,Professional occupations,,Group stakeholder pension
6.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employer,,Female,,Professional occupations,,Group stakeholder pension
