V4_0,Time_codelist,Time,Geography_codelist,Geography,Industry_codelist,Industry,Region_codelist,Region
4,Quarter,2007 Q1,K03000001,,D,,WA,
4,Quarter,2007 Q2,K03000001,,D,,WA,
4,Quarter,2007 Q3,K03000001,,D,,WA,
5,Quarter,2007 Q4,K03000001,,D,,WA,
4,Quarter,2008 Q1,K03000001,,D,,WA,
4,Quarter,2008 Q2,K03000001,,D,,WA,
4,Quarter,2008 Q3,K03000001,,D,,WA,
5,Quarter,2008 Q4,K03000001,,D,,WA,
5,Quarter,2009 Q1,K03000001,,D,,WA,
5,Quarter,2009 Q2,K03000001,,D,,WA,
5,Quarter,2009 Q3,K03000001,,D,,WA,
6,Quarter,2009 Q4,K03000001,,D,,WA,
6,Quarter,2010 Q1,K03000001,,D,,WA,
6,Quarter,2010 Q2,K03000001,,D,,WA,
6,Quarter,2010 Q3,K03000001,,D,,WA,
7,Quarter,2010 Q4,K03000001,,D,,WA,
7,Quarter,2011 Q1,K03000001,,D,,WA,
7,Quarter,2011 Q2,K03000001,,D,,WA,
7,Quarter,2011 Q3,K03000001,,D,,WA,
6,Quarter,2011 Q4,K03000001,,D,,WA,
8,Quarter,2012 Q1,K03000001,,D,,WA,
7,Quarter,2012 Q2,K03000001,,D,,WA,
7,Quarter,2012 Q3,K03000001,,D,,WA,
7,Quarter,2012 Q4,K03000001,,D,,WA,
7,Quarter,2013 Q1,K03000001,,D,,WA,
7,Quarter,2013 Q2,K03000001,,D,,WA,
7,Quarter,2013 Q3,K03000001,,D,,WA,
7,Quarter,2013 Q4,K03000001,,D,,WA,
7,Quarter,2014 Q1,K03000001,,D,,WA,
7,Quarter,2014 Q2,K03000001,,D,,WA,
8,Quarter,2014 Q3,K03000001,,D,,WA,
9,Quarter,2014 Q4,K03000001,,D,,WA,
10,Quarter,2015 Q1,K03000001,,D,,WA,
10,Quarter,2015 Q2,K03000001,,D,,WA,
11,Quarter,2015 Q3,K03000001,,D,,WA,
11,Quarter,2015 Q4,K03000001,,D,,WA,
12,Quarter,2016 Q1,K03000001,,D,,WA,
12,Quarter,2016 Q2,K03000001,,D,,WA,
12,Quarter,2016 Q3,K03000001,,D,,WA,
12,Quarter,2016 Q4,K03000001,,D,,WA,
11,Quarter,2017 Q1,K03000001,,D,,WA,
11,Quarter,2017 Q2,K03000001,,D,,WA,
9,Quarter,1996 Q1,K03000001,,E,,WA,
9,Quarter,1996 Q2,K03000001,,E,,WA,
10,Quarter,1996 Q3,K03000001,,E,,WA,
9,Quarter,1996 Q4,K03000001,,E,,WA,
9,Quarter,1997 Q1,K03000001,,E,,WA,
8,Quarter,1997 Q2,K03000001,,E,,WA,
9,Quarter,1997 Q3,K03000001,,E,,WA,
9,Quarter,1997 Q4,K03000001,,E,,WA,
9,Quarter,1998 Q1,K03000001,,E,,WA,
9,Quarter,1998 Q2,K03000001,,E,,WA,
10,Quarter,1998 Q3,K03000001,,E,,WA,
10,Quarter,1998 Q4,K03000001,,E,,WA,
10,Quarter,1999 Q1,K03000001,,E,,WA,
10,Quarter,1999 Q2,K03000001,,E,,WA,
10,Quarter,1999 Q3,K03000001,,E,,WA,
9,Quarter,1999 Q4,K03000001,,E,,WA,
10,Quarter,2000 Q1,K03000001,,E,,WA,
9,Quarter,2000 Q2,K03000001,,E,,WA,
9,Quarter,2000 Q3,K03000001,,E,,WA,
8,Quarter,2000 Q4,K03000001,,E,,WA,
8,Quarter,2001 Q1,K03000001,,E,,WA,
7,Quarter,2001 Q2,K03000001,,E,,WA,
7,Quarter,2001 Q3,K03000001,,E,,WA,
7,Quarter,2001 Q4,K03000001,,E,,WA,
7,Quarter,2002 Q1,K03000001,,E,,WA,
8,Quarter,2002 Q2,K03000001,,E,,WA,
9,Quarter,2002 Q3,K03000001,,E,,WA,
9,Quarter,2002 Q4,K03000001,,E,,WA,
9,Quarter,2003 Q1,K03000001,,E,,WA,
10,Quarter,2003 Q2,K03000001,,E,,WA,
10,Quarter,2003 Q3,K03000001,,E,,WA,
10,Quarter,2003 Q4,K03000001,,E,,WA,
10,Quarter,2004 Q1,K03000001,,E,,WA,
10,Quarter,2004 Q2,K03000001,,E,,WA,
10,Quarter,2004 Q3,K03000001,,E,,WA,
11,Quarter,2004 Q4,K03000001,,E,,WA,
11,Quarter,2005 Q1,K03000001,,E,,WA,
11,Quarter,2005 Q2,K03000001,,E,,WA,
13,Quarter,2005 Q3,K03000001,,E,,WA,
11,Quarter,2005 Q4,K03000001,,E,,WA,
9,Quarter,2006 Q1,K03000001,,E,,WA,
8,Quarter,2006 Q2,K03000001,,E,,WA,
7,Quarter,2006 Q3,K03000001,,E,,WA,
8,Quarter,2006 Q4,K03000001,,E,,WA,
8,Quarter,2007 Q1,K03000001,,E,,WA,
9,Quarter,2007 Q2,K03000001,,E,,WA,
9,Quarter,2007 Q3,K03000001,,E,,WA,
9,Quarter,2007 Q4,K03000001,,E,,WA,
8,Quarter,2008 Q1,K03000001,,E,,WA,
8,Quarter,2008 Q2,K03000001,,E,,WA,
8,Quarter,2008 Q3,K03000001,,E,,WA,
8,Quarter,2008 Q4,K03000001,,E,,WA,
9,Quarter,2009 Q1,K03000001,,E,,WA,
8,Quarter,2009 Q2,K03000001,,E,,WA,
8,Quarter,2009 Q3,K03000001,,E,,WA,
9,Quarter,2009 Q4,K03000001,,E,,WA,
8,Quarter,2010 Q1,K03000001,,E,,WA,
10,Quarter,2010 Q2,K03000001,,E,,WA,
10,Quarter,2010 Q3,K03000001,,E,,WA,
9,Quarter,2010 Q4,K03000001,,E,,WA,
10,Quarter,2011 Q1,K03000001,,E,,WA,
10,Quarter,2011 Q2,K03000001,,E,,WA,
10,Quarter,2011 Q3,K03000001,,E,,WA,
11,Quarter,2011 Q4,K03000001,,E,,WA,
12,Quarter,2012 Q1,K03000001,,E,,WA,
12,Quarter,2012 Q2,K03000001,,E,,WA,
13,Quarter,2012 Q3,K03000001,,E,,WA,
12,Quarter,2012 Q4,K03000001,,E,,WA,
12,Quarter,2013 Q1,K03000001,,E,,WA,
12,Quarter,2013 Q2,K03000001,,E,,WA,
12,Quarter,2013 Q3,K03000001,,E,,WA,
12,Quarter,2013 Q4,K03000001,,E,,WA,
11,Quarter,2014 Q1,K03000001,,E,,WA,
10,Quarter,2014 Q2,K03000001,,E,,WA,
10,Quarter,2014 Q3,K03000001,,E,,WA,
11,Quarter,2014 Q4,K03000001,,E,,WA,
12,Quarter,2015 Q1,K03000001,,E,,WA,
14,Quarter,2015 Q2,K03000001,,E,,WA,
14,Quarter,2015 Q3,K03000001,,E,,WA,
13,Quarter,2015 Q4,K03000001,,E,,WA,
12,Quarter,2016 Q1,K03000001,,E,,WA,
12,Quarter,2016 Q2,K03000001,,E,,WA,
12,Quarter,2016 Q3,K03000001,,E,,WA,
12,Quarter,2016 Q4,K03000001,,E,,WA,
12,Quarter,2017 Q1,K03000001,,E,,WA,
12,Quarter,2017 Q2,K03000001,,E,,WA,
82,Quarter,1996 Q1,K03000001,,F,,WA,
84,Quarter,1996 Q2,K03000001,,F,,WA,
72,Quarter,1996 Q3,K03000001,,F,,WA,
75,Quarter,1996 Q4,K03000001,,F,,WA,
77,Quarter,1997 Q1,K03000001,,F,,WA,
80,Quarter,1997 Q2,K03000001,,F,,WA,
79,Quarter,1997 Q3,K03000001,,F,,WA,
82,Quarter,1997 Q4,K03000001,,F,,WA,
80,Quarter,1998 Q1,K03000001,,F,,WA,
79,Quarter,1998 Q2,K03000001,,F,,WA,
85,Quarter,1998 Q3,K03000001,,F,,WA,
89,Quarter,1998 Q4,K03000001,,F,,WA,
93,Quarter,1999 Q1,K03000001,,F,,WA,
95,Quarter,1999 Q2,K03000001,,F,,WA,
97,Quarter,1999 Q3,K03000001,,F,,WA,
86,Quarter,1999 Q4,K03000001,,F,,WA,
88,Quarter,2000 Q1,K03000001,,F,,WA,
86,Quarter,2000 Q2,K03000001,,F,,WA,
85,Quarter,2000 Q3,K03000001,,F,,WA,
92,Quarter,2000 Q4,K03000001,,F,,WA,
93,Quarter,2001 Q1,K03000001,,F,,WA,
89,Quarter,2001 Q2,K03000001,,F,,WA,
87,Quarter,2001 Q3,K03000001,,F,,WA,
88,Quarter,2001 Q4,K03000001,,F,,WA,
89,Quarter,2002 Q1,K03000001,,F,,WA,
95,Quarter,2002 Q2,K03000001,,F,,WA,
93,Quarter,2002 Q3,K03000001,,F,,WA,
89,Quarter,2002 Q4,K03000001,,F,,WA,
93,Quarter,2003 Q1,K03000001,,F,,WA,
87,Quarter,2003 Q2,K03000001,,F,,WA,
90,Quarter,2003 Q3,K03000001,,F,,WA,
84,Quarter,2003 Q4,K03000001,,F,,WA,
82,Quarter,2004 Q1,K03000001,,F,,WA,
79,Quarter,2004 Q2,K03000001,,F,,WA,
100,Quarter,2004 Q3,K03000001,,F,,WA,
101,Quarter,2004 Q4,K03000001,,F,,WA,
96,Quarter,2005 Q1,K03000001,,F,,WA,
93,Quarter,2005 Q2,K03000001,,F,,WA,
93,Quarter,2005 Q3,K03000001,,F,,WA,
101,Quarter,2005 Q4,K03000001,,F,,WA,
116,Quarter,2006 Q1,K03000001,,F,,WA,
118,Quarter,2006 Q2,K03000001,,F,,WA,
111,Quarter,2006 Q3,K03000001,,F,,WA,
113,Quarter,2006 Q4,K03000001,,F,,WA,
109,Quarter,2007 Q1,K03000001,,F,,WA,
114,Quarter,2007 Q2,K03000001,,F,,WA,
98,Quarter,2007 Q3,K03000001,,F,,WA,
93,Quarter,2007 Q4,K03000001,,F,,WA,
89,Quarter,2008 Q1,K03000001,,F,,WA,
96,Quarter,2008 Q2,K03000001,,F,,WA,
108,Quarter,2008 Q3,K03000001,,F,,WA,
110,Quarter,2008 Q4,K03000001,,F,,WA,
112,Quarter,2009 Q1,K03000001,,F,,WA,
108,Quarter,2009 Q2,K03000001,,F,,WA,
100,Quarter,2009 Q3,K03000001,,F,,WA,
93,Quarter,2009 Q4,K03000001,,F,,WA,
97,Quarter,2010 Q1,K03000001,,F,,WA,
100,Quarter,2010 Q2,K03000001,,F,,WA,
100,Quarter,2010 Q3,K03000001,,F,,WA,
95,Quarter,2010 Q4,K03000001,,F,,WA,
94,Quarter,2011 Q1,K03000001,,F,,WA,
97,Quarter,2011 Q2,K03000001,,F,,WA,
93,Quarter,2011 Q3,K03000001,,F,,WA,
92,Quarter,2011 Q4,K03000001,,F,,WA,
91,Quarter,2012 Q1,K03000001,,F,,WA,
86,Quarter,2012 Q2,K03000001,,F,,WA,
88,Quarter,2012 Q3,K03000001,,F,,WA,
88,Quarter,2012 Q4,K03000001,,F,,WA,
86,Quarter,2013 Q1,K03000001,,F,,WA,
85,Quarter,2013 Q2,K03000001,,F,,WA,
95,Quarter,2013 Q3,K03000001,,F,,WA,
105,Quarter,2013 Q4,K03000001,,F,,WA,
107,Quarter,2014 Q1,K03000001,,F,,WA,
104,Quarter,2014 Q2,K03000001,,F,,WA,
98,Quarter,2014 Q3,K03000001,,F,,WA,
97,Quarter,2014 Q4,K03000001,,F,,WA,
98,Quarter,2015 Q1,K03000001,,F,,WA,
92,Quarter,2015 Q2,K03000001,,F,,WA,
91,Quarter,2015 Q3,K03000001,,F,,WA,
99,Quarter,2015 Q4,K03000001,,F,,WA,
95,Quarter,2016 Q1,K03000001,,F,,WA,
90,Quarter,2016 Q2,K03000001,,F,,WA,
89,Quarter,2016 Q3,K03000001,,F,,WA,
86,Quarter,2016 Q4,K03000001,,F,,WA,
87,Quarter,2017 Q1,K03000001,,F,,WA,
91,Quarter,2017 Q2,K03000001,,F,,WA,
189,Quarter,1996 Q1,K03000001,,G,,WA,
192,Quarter,1996 Q2,K03000001,,G,,WA,
194,Quarter,1996 Q3,K03000001,,G,,WA,
188,Quarter,1996 Q4,K03000001,,G,,WA,
200,Quarter,1997 Q1,K03000001,,G,,WA,
202,Quarter,1997 Q2,K03000001,,G,,WA,
199,Quarter,1997 Q3,K03000001,,G,,WA,
199,Quarter,1997 Q4,K03000001,,G,,WA,
199,Quarter,1998 Q1,K03000001,,G,,WA,
196,Quarter,1998 Q2,K03000001,,G,,WA,
198,Quarter,1998 Q3,K03000001,,G,,WA,
197,Quarter,1998 Q4,K03000001,,G,,WA,
192,Quarter,1999 Q1,K03000001,,G,,WA,
192,Quarter,1999 Q2,K03000001,,G,,WA,
192,Quarter,1999 Q3,K03000001,,G,,WA,
188,Quarter,1999 Q4,K03000001,,G,,WA,
191,Quarter,2000 Q1,K03000001,,G,,WA,
194,Quarter,2000 Q2,K03000001,,G,,WA,
193,Quarter,2000 Q3,K03000001,,G,,WA,
198,Quarter,2000 Q4,K03000001,,G,,WA,
204,Quarter,2001 Q1,K03000001,,G,,WA,
201,Quarter,2001 Q2,K03000001,,G,,WA,
201,Quarter,2001 Q3,K03000001,,G,,WA,
202,Quarter,2001 Q4,K03000001,,G,,WA,
201,Quarter,2002 Q1,K03000001,,G,,WA,
203,Quarter,2002 Q2,K03000001,,G,,WA,
204,Quarter,2002 Q3,K03000001,,G,,WA,
207,Quarter,2002 Q4,K03000001,,G,,WA,
205,Quarter,2003 Q1,K03000001,,G,,WA,
208,Quarter,2003 Q2,K03000001,,G,,WA,
207,Quarter,2003 Q3,K03000001,,G,,WA,
210,Quarter,2003 Q4,K03000001,,G,,WA,
208,Quarter,2004 Q1,K03000001,,G,,WA,
207,Quarter,2004 Q2,K03000001,,G,,WA,
207,Quarter,2004 Q3,K03000001,,G,,WA,
208,Quarter,2004 Q4,K03000001,,G,,WA,
209,Quarter,2005 Q1,K03000001,,G,,WA,
211,Quarter,2005 Q2,K03000001,,G,,WA,
216,Quarter,2005 Q3,K03000001,,G,,WA,
214,Quarter,2005 Q4,K03000001,,G,,WA,
213,Quarter,2006 Q1,K03000001,,G,,WA,
213,Quarter,2006 Q2,K03000001,,G,,WA,
214,Quarter,2006 Q3,K03000001,,G,,WA,
212,Quarter,2006 Q4,K03000001,,G,,WA,
215,Quarter,2007 Q1,K03000001,,G,,WA,
215,Quarter,2007 Q2,K03000001,,G,,WA,
215,Quarter,2007 Q3,K03000001,,G,,WA,
216,Quarter,2007 Q4,K03000001,,G,,WA,
217,Quarter,2008 Q1,K03000001,,G,,WA,
222,Quarter,2008 Q2,K03000001,,G,,WA,
222,Quarter,2008 Q3,K03000001,,G,,WA,
216,Quarter,2008 Q4,K03000001,,G,,WA,
215,Quarter,2009 Q1,K03000001,,G,,WA,
211,Quarter,2009 Q2,K03000001,,G,,WA,
209,Quarter,2009 Q3,K03000001,,G,,WA,
214,Quarter,2009 Q4,K03000001,,G,,WA,
221,Quarter,2010 Q1,K03000001,,G,,WA,
214,Quarter,2010 Q2,K03000001,,G,,WA,
214,Quarter,2010 Q3,K03000001,,G,,WA,
212,Quarter,2010 Q4,K03000001,,G,,WA,
208,Quarter,2011 Q1,K03000001,,G,,WA,
207,Quarter,2011 Q2,K03000001,,G,,WA,
208,Quarter,2011 Q3,K03000001,,G,,WA,
215,Quarter,2011 Q4,K03000001,,G,,WA,
203,Quarter,2012 Q1,K03000001,,G,,WA,
203,Quarter,2012 Q2,K03000001,,G,,WA,
211,Quarter,2012 Q3,K03000001,,G,,WA,
211,Quarter,2012 Q4,K03000001,,G,,WA,
209,Quarter,2013 Q1,K03000001,,G,,WA,
210,Quarter,2013 Q2,K03000001,,G,,WA,
207,Quarter,2013 Q3,K03000001,,G,,WA,
199,Quarter,2013 Q4,K03000001,,G,,WA,
200,Quarter,2014 Q1,K03000001,,G,,WA,
195,Quarter,2014 Q2,K03000001,,G,,WA,
198,Quarter,2014 Q3,K03000001,,G,,WA,
200,Quarter,2014 Q4,K03000001,,G,,WA,
202,Quarter,2015 Q1,K03000001,,G,,WA,
207,Quarter,2015 Q2,K03000001,,G,,WA,
215,Quarter,2015 Q3,K03000001,,G,,WA,
215,Quarter,2015 Q4,K03000001,,G,,WA,
207,Quarter,2016 Q1,K03000001,,G,,WA,
209,Quarter,2016 Q2,K03000001,,G,,WA,
214,Quarter,2016 Q3,K03000001,,G,,WA,
209,Quarter,2016 Q4,K03000001,,G,,WA,
205,Quarter,2017 Q1,K03000001,,G,,WA,
206,Quarter,2017 Q2,K03000001,,G,,WA,
849,Quarter,1996 Q1,K03000001,,G-T,,WA,
857,Quarter,1996 Q2,K03000001,,G-T,,WA,
866,Quarter,1996 Q3,K03000001,,G-T,,WA,
859,Quarter,1996 Q4,K03000001,,G-T,,WA,
868,Quarter,1997 Q1,K03000001,,G-T,,WA,
865,Quarter,1997 Q2,K03000001,,G-T,,WA,
867,Quarter,1997 Q3,K03000001,,G-T,,WA,
861,Quarter,1997 Q4,K03000001,,G-T,,WA,
863,Quarter,1998 Q1,K03000001,,G-T,,WA,
850,Quarter,1998 Q2,K03000001,,G-T,,WA,
854,Quarter,1998 Q3,K03000001,,G-T,,WA,
864,Quarter,1998 Q4,K03000001,,G-T,,WA,
871,Quarter,1999 Q1,K03000001,,G-T,,WA,
874,Quarter,1999 Q2,K03000001,,G-T,,WA,
895,Quarter,1999 Q3,K03000001,,G-T,,WA,
903,Quarter,1999 Q4,K03000001,,G-T,,WA,
900,Quarter,2000 Q1,K03000001,,G-T,,WA,
918,Quarter,2000 Q2,K03000001,,G-T,,WA,
921,Quarter,2000 Q3,K03000001,,G-T,,WA,
923,Quarter,2000 Q4,K03000001,,G-T,,WA,
939,Quarter,2001 Q1,K03000001,,G-T,,WA,
934,Quarter,2001 Q2,K03000001,,G-T,,WA,
936,Quarter,2001 Q3,K03000001,,G-T,,WA,
955,Quarter,2001 Q4,K03000001,,G-T,,WA,
958,Quarter,2002 Q1,K03000001,,G-T,,WA,
965,Quarter,2002 Q2,K03000001,,G-T,,WA,
972,Quarter,2002 Q3,K03000001,,G-T,,WA,
978,Quarter,2002 Q4,K03000001,,G-T,,WA,
989,Quarter,2003 Q1,K03000001,,G-T,,WA,
997,Quarter,2003 Q2,K03000001,,G-T,,WA,
1006,Quarter,2003 Q3,K03000001,,G-T,,WA,
1013,Quarter,2003 Q4,K03000001,,G-T,,WA,
1024,Quarter,2004 Q1,K03000001,,G-T,,WA,
1024,Quarter,2004 Q2,K03000001,,G-T,,WA,
1030,Quarter,2004 Q3,K03000001,,G-T,,WA,
1038,Quarter,2004 Q4,K03000001,,G-T,,WA,
1044,Quarter,2005 Q1,K03000001,,G-T,,WA,
1057,Quarter,2005 Q2,K03000001,,G-T,,WA,
1071,Quarter,2005 Q3,K03000001,,G-T,,WA,
1070,Quarter,2005 Q4,K03000001,,G-T,,WA,
1059,Quarter,2006 Q1,K03000001,,G-T,,WA,
1070,Quarter,2006 Q2,K03000001,,G-T,,WA,
1079,Quarter,2006 Q3,K03000001,,G-T,,WA,
1080,Quarter,2006 Q4,K03000001,,G-T,,WA,
1082,Quarter,2007 Q1,K03000001,,G-T,,WA,
1072,Quarter,2007 Q2,K03000001,,G-T,,WA,
1069,Quarter,2007 Q3,K03000001,,G-T,,WA,
1069,Quarter,2007 Q4,K03000001,,G-T,,WA,
1081,Quarter,2008 Q1,K03000001,,G-T,,WA,
1093,Quarter,2008 Q2,K03000001,,G-T,,WA,
1081,Quarter,2008 Q3,K03000001,,G-T,,WA,
1088,Quarter,2008 Q4,K03000001,,G-T,,WA,
1075,Quarter,2009 Q1,K03000001,,G-T,,WA,
1073,Quarter,2009 Q2,K03000001,,G-T,,WA,
1078,Quarter,2009 Q3,K03000001,,G-T,,WA,
1082,Quarter,2009 Q4,K03000001,,G-T,,WA,
1105,Quarter,2010 Q1,K03000001,,G-T,,WA,
1083,Quarter,2010 Q2,K03000001,,G-T,,WA,
1084,Quarter,2010 Q3,K03000001,,G-T,,WA,
1059,Quarter,2010 Q4,K03000001,,G-T,,WA,
1076,Quarter,2011 Q1,K03000001,,G-T,,WA,
1078,Quarter,2011 Q2,K03000001,,G-T,,WA,
1078,Quarter,2011 Q3,K03000001,,G-T,,WA,
1067,Quarter,2011 Q4,K03000001,,G-T,,WA,
1057,Quarter,2012 Q1,K03000001,,G-T,,WA,
1078,Quarter,2012 Q2,K03000001,,G-T,,WA,
1098,Quarter,2012 Q3,K03000001,,G-T,,WA,
1100,Quarter,2012 Q4,K03000001,,G-T,,WA,
1078,Quarter,2013 Q1,K03000001,,G-T,,WA,
1095,Quarter,2013 Q2,K03000001,,G-T,,WA,
1093,Quarter,2013 Q3,K03000001,,G-T,,WA,
1087,Quarter,2013 Q4,K03000001,,G-T,,WA,
1120,Quarter,2014 Q1,K03000001,,G-T,,WA,
1114,Quarter,2014 Q2,K03000001,,G-T,,WA,
1113,Quarter,2014 Q3,K03000001,,G-T,,WA,
1115,Quarter,2014 Q4,K03000001,,G-T,,WA,
1122,Quarter,2015 Q1,K03000001,,G-T,,WA,
1130,Quarter,2015 Q2,K03000001,,G-T,,WA,
1142,Quarter,2015 Q3,K03000001,,G-T,,WA,
1147,Quarter,2015 Q4,K03000001,,G-T,,WA,
1138,Quarter,2016 Q1,K03000001,,G-T,,WA,
1155,Quarter,2016 Q2,K03000001,,G-T,,WA,
1128,Quarter,2016 Q3,K03000001,,G-T,,WA,
1129,Quarter,2016 Q4,K03000001,,G-T,,WA,
1136,Quarter,2017 Q1,K03000001,,G-T,,WA,
1169,Quarter,2017 Q2,K03000001,,G-T,,WA,
36,Quarter,1996 Q1,K03000001,,H,,WA,
36,Quarter,1996 Q2,K03000001,,H,,WA,
35,Quarter,1996 Q3,K03000001,,H,,WA,
35,Quarter,1996 Q4,K03000001,,H,,WA,
35,Quarter,1997 Q1,K03000001,,H,,WA,
37,Quarter,1997 Q2,K03000001,,H,,WA,
36,Quarter,1997 Q3,K03000001,,H,,WA,
37,Quarter,1997 Q4,K03000001,,H,,WA,
35,Quarter,1998 Q1,K03000001,,H,,WA,
32,Quarter,1998 Q2,K03000001,,H,,WA,
33,Quarter,1998 Q3,K03000001,,H,,WA,
36,Quarter,1998 Q4,K03000001,,H,,WA,
36,Quarter,1999 Q1,K03000001,,H,,WA,
36,Quarter,1999 Q2,K03000001,,H,,WA,
38,Quarter,1999 Q3,K03000001,,H,,WA,
42,Quarter,1999 Q4,K03000001,,H,,WA,
42,Quarter,2000 Q1,K03000001,,H,,WA,
43,Quarter,2000 Q2,K03000001,,H,,WA,
46,Quarter,2000 Q3,K03000001,,H,,WA,
48,Quarter,2000 Q4,K03000001,,H,,WA,
47,Quarter,2001 Q1,K03000001,,H,,WA,
46,Quarter,2001 Q2,K03000001,,H,,WA,
45,Quarter,2001 Q3,K03000001,,H,,WA,
48,Quarter,2001 Q4,K03000001,,H,,WA,
45,Quarter,2002 Q1,K03000001,,H,,WA,
47,Quarter,2002 Q2,K03000001,,H,,WA,
48,Quarter,2002 Q3,K03000001,,H,,WA,
49,Quarter,2002 Q4,K03000001,,H,,WA,
47,Quarter,2003 Q1,K03000001,,H,,WA,
47,Quarter,2003 Q2,K03000001,,H,,WA,
48,Quarter,2003 Q3,K03000001,,H,,WA,
49,Quarter,2003 Q4,K03000001,,H,,WA,
52,Quarter,2004 Q1,K03000001,,H,,WA,
49,Quarter,2004 Q2,K03000001,,H,,WA,
51,Quarter,2004 Q3,K03000001,,H,,WA,
54,Quarter,2004 Q4,K03000001,,H,,WA,
53,Quarter,2005 Q1,K03000001,,H,,WA,
53,Quarter,2005 Q2,K03000001,,H,,WA,
51,Quarter,2005 Q3,K03000001,,H,,WA,
51,Quarter,2005 Q4,K03000001,,H,,WA,
52,Quarter,2006 Q1,K03000001,,H,,WA,
53,Quarter,2006 Q2,K03000001,,H,,WA,
51,Quarter,2006 Q3,K03000001,,H,,WA,
52,Quarter,2006 Q4,K03000001,,H,,WA,
49,Quarter,2007 Q1,K03000001,,H,,WA,
49,Quarter,2007 Q2,K03000001,,H,,WA,
49,Quarter,2007 Q3,K03000001,,H,,WA,
49,Quarter,2007 Q4,K03000001,,H,,WA,
50,Quarter,2008 Q1,K03000001,,H,,WA,
53,Quarter,2008 Q2,K03000001,,H,,WA,
52,Quarter,2008 Q3,K03000001,,H,,WA,
54,Quarter,2008 Q4,K03000001,,H,,WA,
51,Quarter,2009 Q1,K03000001,,H,,WA,
53,Quarter,2009 Q2,K03000001,,H,,WA,
57,Quarter,2009 Q3,K03000001,,H,,WA,
51,Quarter,2009 Q4,K03000001,,H,,WA,
50,Quarter,2010 Q1,K03000001,,H,,WA,
49,Quarter,2010 Q2,K03000001,,H,,WA,
49,Quarter,2010 Q3,K03000001,,H,,WA,
53,Quarter,2010 Q4,K03000001,,H,,WA,
55,Quarter,2011 Q1,K03000001,,H,,WA,
55,Quarter,2011 Q2,K03000001,,H,,WA,
58,Quarter,2011 Q3,K03000001,,H,,WA,
48,Quarter,2011 Q4,K03000001,,H,,WA,
48,Quarter,2012 Q1,K03000001,,H,,WA,
44,Quarter,2012 Q2,K03000001,,H,,WA,
45,Quarter,2012 Q3,K03000001,,H,,WA,
43,Quarter,2012 Q4,K03000001,,H,,WA,
43,Quarter,2013 Q1,K03000001,,H,,WA,
45,Quarter,2013 Q2,K03000001,,H,,WA,
46,Quarter,2013 Q3,K03000001,,H,,WA,
47,Quarter,2013 Q4,K03000001,,H,,WA,
54,Quarter,2014 Q1,K03000001,,H,,WA,
53,Quarter,2014 Q2,K03000001,,H,,WA,
51,Quarter,2014 Q3,K03000001,,H,,WA,
47,Quarter,2014 Q4,K03000001,,H,,WA,
50,Quarter,2015 Q1,K03000001,,H,,WA,
54,Quarter,2015 Q2,K03000001,,H,,WA,
55,Quarter,2015 Q3,K03000001,,H,,WA,
53,Quarter,2015 Q4,K03000001,,H,,WA,
54,Quarter,2016 Q1,K03000001,,H,,WA,
53,Quarter,2016 Q2,K03000001,,H,,WA,
54,Quarter,2016 Q3,K03000001,,H,,WA,
59,Quarter,2016 Q4,K03000001,,H,,WA,
50,Quarter,2017 Q1,K03000001,,H,,WA,
50,Quarter,2017 Q2,K03000001,,H,,WA,
77,Quarter,1996 Q1,K03000001,,I,,WA,
83,Quarter,1996 Q2,K03000001,,I,,WA,
83,Quarter,1996 Q3,K03000001,,I,,WA,
83,Quarter,1996 Q4,K03000001,,I,,WA,
80,Quarter,1997 Q1,K03000001,,I,,WA,
79,Quarter,1997 Q2,K03000001,,I,,WA,
82,Quarter,1997 Q3,K03000001,,I,,WA,
84,Quarter,1997 Q4,K03000001,,I,,WA,
85,Quarter,1998 Q1,K03000001,,I,,WA,
80,Quarter,1998 Q2,K03000001,,I,,WA,
80,Quarter,1998 Q3,K03000001,,I,,WA,
84,Quarter,1998 Q4,K03000001,,I,,WA,
85,Quarter,1999 Q1,K03000001,,I,,WA,
84,Quarter,1999 Q2,K03000001,,I,,WA,
87,Quarter,1999 Q3,K03000001,,I,,WA,
90,Quarter,1999 Q4,K03000001,,I,,WA,
86,Quarter,2000 Q1,K03000001,,I,,WA,
85,Quarter,2000 Q2,K03000001,,I,,WA,
83,Quarter,2000 Q3,K03000001,,I,,WA,
80,Quarter,2000 Q4,K03000001,,I,,WA,
81,Quarter,2001 Q1,K03000001,,I,,WA,
81,Quarter,2001 Q2,K03000001,,I,,WA,
84,Quarter,2001 Q3,K03000001,,I,,WA,
85,Quarter,2001 Q4,K03000001,,I,,WA,
84,Quarter,2002 Q1,K03000001,,I,,WA,
83,Quarter,2002 Q2,K03000001,,I,,WA,
83,Quarter,2002 Q3,K03000001,,I,,WA,
80,Quarter,2002 Q4,K03000001,,I,,WA,
81,Quarter,2003 Q1,K03000001,,I,,WA,
82,Quarter,2003 Q2,K03000001,,I,,WA,
85,Quarter,2003 Q3,K03000001,,I,,WA,
85,Quarter,2003 Q4,K03000001,,I,,WA,
88,Quarter,2004 Q1,K03000001,,I,,WA,
92,Quarter,2004 Q2,K03000001,,I,,WA,
95,Quarter,2004 Q3,K03000001,,I,,WA,
96,Quarter,2004 Q4,K03000001,,I,,WA,
