V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Provision_codelist,Provision,Size of Company_codelist,Size of Company
,x,38.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group self-invested personal pension,,100 to 499 employees
20.0,,9.4,Year,2016,K02000001,,,Zero,,Employee,,Female,,All,,500 to 999 employees
146.0,,3.3,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,All,,500 to 999 employees
37.0,,6.8,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,All,,500 to 999 employees
41.0,,6.5,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,All,,500 to 999 employees
37.0,,6.8,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,All,,500 to 999 employees
88.0,,4.3,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,All,,500 to 999 employees
48.0,,6.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,All,,500 to 999 employees
82.0,,4.7,Year,2016,K02000001,,,7% and over,,Employee,,Female,,All,,500 to 999 employees
,x,28.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined benefit,,500 to 999 employees
5.0,,17.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined benefit,,500 to 999 employees
,x,27.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined benefit,,500 to 999 employees
,x,22.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined benefit,,500 to 999 employees
6.0,,17.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined benefit,,500 to 999 employees
63.0,,5.1,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined benefit,,500 to 999 employees
36.0,,7.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined benefit,,500 to 999 employees
62.0,,5.5,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined benefit,,500 to 999 employees
5.0,,19.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined contribution,,500 to 999 employees
66.0,,4.9,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined contribution,,500 to 999 employees
10.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined contribution,,500 to 999 employees
13.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined contribution,,500 to 999 employees
10.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined contribution,,500 to 999 employees
6.0,,17.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined contribution,,500 to 999 employees
4.0,,20.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined contribution,,500 to 999 employees
6.0,,18.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined contribution,,500 to 999 employees
10.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group personal pension,,500 to 999 employees
54.0,,5.5,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group personal pension,,500 to 999 employees
20.0,,9.4,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group personal pension,,500 to 999 employees
19.0,,9.5,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group personal pension,,500 to 999 employees
17.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group personal pension,,500 to 999 employees
13.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group personal pension,,500 to 999 employees
6.0,,17.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group personal pension,,500 to 999 employees
11.0,,13.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group personal pension,,500 to 999 employees
,x,35.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
13.0,,12.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,21.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,22.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,22.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,21.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,40.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,28.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group stakeholder pension,,500 to 999 employees
,x,61.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,31.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,53.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,62.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,76.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
,-,0.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group self-invested personal pension,,500 to 999 employees
204.0,,2.7,Year,2016,K02000001,,,Zero,,Employee,,Female,,All,,"1,000 employees or more"
934.0,,1.2,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,All,,"1,000 employees or more"
171.0,,3.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,All,,"1,000 employees or more"
268.0,,2.3,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,All,,"1,000 employees or more"
294.0,,2.3,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,All,,"1,000 employees or more"
1306.0,,1.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,All,,"1,000 employees or more"
429.0,,2.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,All,,"1,000 employees or more"
1827.0,,0.8,Year,2016,K02000001,,,7% and over,,Employee,,Female,,All,,"1,000 employees or more"
96.0,,3.9,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
60.0,,5.1,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
20.0,,8.9,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
49.0,,5.6,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
140.0,,3.3,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
1155.0,,1.1,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
367.0,,2.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
1694.0,,0.8,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined benefit,,"1,000 employees or more"
59.0,,5.1,Year,2016,K02000001,,,Zero,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
560.0,,1.6,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
86.0,,4.2,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
154.0,,3.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
91.0,,4.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
80.0,,4.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
34.0,,7.1,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
63.0,,5.2,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Defined contribution,,"1,000 employees or more"
37.0,,6.9,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
196.0,,2.9,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
46.0,,6.1,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
44.0,,6.1,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
44.0,,6.2,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
45.0,,6.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
18.0,,9.7,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
40.0,,6.7,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group personal pension,,"1,000 employees or more"
6.0,,17.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
87.0,,4.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
16.0,,10.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
18.0,,9.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
17.0,,9.5,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
18.0,,9.5,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
8.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
14.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group stakeholder pension,,"1,000 employees or more"
,x,24.0,Year,2016,K02000001,,,Zero,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,23.0,Year,2016,K02000001,,,Under 2%,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,61.0,Year,2016,K02000001,,,2% to 3%,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,36.0,Year,2016,K02000001,,,3% to 4%,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,35.0,Year,2016,K02000001,,,4% to 5%,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,47.0,Year,2016,K02000001,,,5% to 6%,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,,Year,2016,K02000001,,,6% to 7%,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
,x,32.0,Year,2016,K02000001,,,7% and over,,Employee,,Female,,Group self-invested personal pension,,"1,000 employees or more"
1008.0,,1.3,Year,2016,K02000001,,,Zero,,Employer,,All,,All,,All employees
4545.0,,0.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All,,All employees
1008.0,,1.3,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All,,All employees
1130.0,,1.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All,,All employees
1189.0,,1.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All,,All employees
2708.0,,0.7,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All,,All employees
1216.0,,1.2,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All,,All employees
4143.0,,0.5,Year,2016,K02000001,,,7% and over,,Employer,,All,,All,,All employees
302.0,,2.2,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined benefit,,All employees
273.0,,2.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined benefit,,All employees
73.0,,5.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined benefit,,All employees
126.0,,3.7,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined benefit,,All employees
342.0,,2.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined benefit,,All employees
2028.0,,0.8,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined benefit,,All employees
902.0,,1.4,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined benefit,,All employees
3416.0,,0.6,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined benefit,,All employees
267.0,,2.6,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined contribution,,All employees
2321.0,,0.8,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined contribution,,All employees
329.0,,2.3,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined contribution,,All employees
460.0,,1.9,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined contribution,,All employees
376.0,,2.2,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined contribution,,All employees
288.0,,2.5,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined contribution,,All employees
140.0,,3.7,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined contribution,,All employees
268.0,,2.7,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined contribution,,All employees
300.0,,2.5,Year,2016,K02000001,,,Zero,,Employer,,All,,Group personal pension,,All employees
1302.0,,1.1,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group personal pension,,All employees
451.0,,2.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group personal pension,,All employees
396.0,,2.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group personal pension,,All employees
347.0,,2.3,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group personal pension,,All employees
274.0,,2.6,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group personal pension,,All employees
120.0,,4.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group personal pension,,All employees
311.0,,2.5,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group personal pension,,All employees
82.0,,4.8,Year,2016,K02000001,,,Zero,,Employer,,All,,Group stakeholder pension,,All employees
422.0,,2.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group stakeholder pension,,All employees
126.0,,3.8,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group stakeholder pension,,All employees
117.0,,3.9,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group stakeholder pension,,All employees
102.0,,4.3,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group stakeholder pension,,All employees
85.0,,4.7,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group stakeholder pension,,All employees
42.0,,6.7,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group stakeholder pension,,All employees
88.0,,4.6,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group stakeholder pension,,All employees
26.0,,8.8,Year,2016,K02000001,,,Zero,,Employer,,All,,Group self-invested personal pension,,All employees
47.0,,6.2,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group self-invested personal pension,,All employees
13.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group self-invested personal pension,,All employees
16.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group self-invested personal pension,,All employees
12.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group self-invested personal pension,,All employees
10.0,,15.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group self-invested personal pension,,All employees
,x,23.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group self-invested personal pension,,All employees
16.0,,11.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group self-invested personal pension,,All employees
74.0,,5.2,Year,2016,K02000001,,,Zero,,Employer,,All,,All,,1 to 12 employees
113.0,,4.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All,,1 to 12 employees
28.0,,8.3,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All,,1 to 12 employees
23.0,,9.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All,,1 to 12 employees
27.0,,8.4,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All,,1 to 12 employees
25.0,,8.2,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All,,1 to 12 employees
10.0,,14.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All,,1 to 12 employees
29.0,,8.1,Year,2016,K02000001,,,7% and over,,Employer,,All,,All,,1 to 12 employees
6.0,,19.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined benefit,,1 to 12 employees
6.0,,18.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined benefit,,1 to 12 employees
,x,38.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined benefit,,1 to 12 employees
,x,29.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined benefit,,1 to 12 employees
,x,27.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined benefit,,1 to 12 employees
10.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined benefit,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined benefit,,1 to 12 employees
8.0,,15.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined benefit,,1 to 12 employees
23.0,,9.1,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined contribution,,1 to 12 employees
72.0,,5.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined contribution,,1 to 12 employees
5.0,,20.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined contribution,,1 to 12 employees
7.0,,17.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined contribution,,1 to 12 employees
9.0,,15.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined contribution,,1 to 12 employees
,x,22.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined contribution,,1 to 12 employees
,x,24.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined contribution,,1 to 12 employees
6.0,,19.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined contribution,,1 to 12 employees
23.0,,9.4,Year,2016,K02000001,,,Zero,,Employer,,All,,Group personal pension,,1 to 12 employees
20.0,,9.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group personal pension,,1 to 12 employees
14.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group personal pension,,1 to 12 employees
7.0,,17.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group personal pension,,1 to 12 employees
11.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group personal pension,,1 to 12 employees
6.0,,18.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group personal pension,,1 to 12 employees
,x,32.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group personal pension,,1 to 12 employees
8.0,,16.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group personal pension,,1 to 12 employees
12.0,,13.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
9.0,,15.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
7.0,,16.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
,x,26.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
,x,21.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
,x,21.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group stakeholder pension,,1 to 12 employees
5.0,,20.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,44.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,61.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,41.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,44.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,74.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
,x,40.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group self-invested personal pension,,1 to 12 employees
214.0,,3.0,Year,2016,K02000001,,,Zero,,Employer,,All,,All,,13 to 99 employees
957.0,,1.3,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All,,13 to 99 employees
219.0,,2.9,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All,,13 to 99 employees
181.0,,3.2,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All,,13 to 99 employees
140.0,,3.7,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All,,13 to 99 employees
187.0,,3.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All,,13 to 99 employees
58.0,,5.8,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All,,13 to 99 employees
253.0,,2.8,Year,2016,K02000001,,,7% and over,,Employer,,All,,All,,13 to 99 employees
18.0,,11.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined benefit,,13 to 99 employees
58.0,,5.5,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined benefit,,13 to 99 employees
10.0,,14.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined benefit,,13 to 99 employees
8.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined benefit,,13 to 99 employees
16.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined benefit,,13 to 99 employees
97.0,,3.9,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined benefit,,13 to 99 employees
19.0,,10.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined benefit,,13 to 99 employees
138.0,,3.7,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined benefit,,13 to 99 employees
44.0,,6.6,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined contribution,,13 to 99 employees
439.0,,2.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined contribution,,13 to 99 employees
34.0,,7.5,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined contribution,,13 to 99 employees
32.0,,7.7,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined contribution,,13 to 99 employees
26.0,,8.6,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined contribution,,13 to 99 employees
19.0,,10.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined contribution,,13 to 99 employees
8.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined contribution,,13 to 99 employees
26.0,,8.7,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined contribution,,13 to 99 employees
97.0,,4.5,Year,2016,K02000001,,,Zero,,Employer,,All,,Group personal pension,,13 to 99 employees
314.0,,2.4,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group personal pension,,13 to 99 employees
130.0,,3.8,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group personal pension,,13 to 99 employees
101.0,,4.4,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group personal pension,,13 to 99 employees
70.0,,5.3,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group personal pension,,13 to 99 employees
51.0,,6.2,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group personal pension,,13 to 99 employees
21.0,,9.8,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group personal pension,,13 to 99 employees
60.0,,5.8,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group personal pension,,13 to 99 employees
36.0,,7.4,Year,2016,K02000001,,,Zero,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
77.0,,4.9,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
36.0,,7.2,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
33.0,,7.6,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
22.0,,9.5,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
14.0,,11.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
8.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
17.0,,11.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group stakeholder pension,,13 to 99 employees
8.0,,16.0,Year,2016,K02000001,,,Zero,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
12.0,,13.0,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
,x,21.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
,x,24.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
,x,31.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
,x,32.0,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
,x,53.0,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
,x,23.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,Group self-invested personal pension,,13 to 99 employees
154.0,,3.5,Year,2016,K02000001,,,Zero,,Employer,,All,,All,,100 to 499 employees
986.0,,1.3,Year,2016,K02000001,,,Under 2%,,Employer,,All,,All,,100 to 499 employees
251.0,,2.7,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,All,,100 to 499 employees
234.0,,2.8,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,All,,100 to 499 employees
200.0,,3.1,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,All,,100 to 499 employees
290.0,,2.5,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,All,,100 to 499 employees
145.0,,3.6,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,All,,100 to 499 employees
500.0,,2.0,Year,2016,K02000001,,,7% and over,,Employer,,All,,All,,100 to 499 employees
20.0,,9.7,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined benefit,,100 to 499 employees
48.0,,6.2,Year,2016,K02000001,,,Under 2%,,Employer,,All,,Defined benefit,,100 to 499 employees
9.0,,15.0,Year,2016,K02000001,,,2% to 3%,,Employer,,All,,Defined benefit,,100 to 499 employees
14.0,,12.0,Year,2016,K02000001,,,3% to 4%,,Employer,,All,,Defined benefit,,100 to 499 employees
19.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employer,,All,,Defined benefit,,100 to 499 employees
167.0,,3.1,Year,2016,K02000001,,,5% to 6%,,Employer,,All,,Defined benefit,,100 to 499 employees
88.0,,4.6,Year,2016,K02000001,,,6% to 7%,,Employer,,All,,Defined benefit,,100 to 499 employees
330.0,,2.4,Year,2016,K02000001,,,7% and over,,Employer,,All,,Defined benefit,,100 to 499 employees
34.0,,7.5,Year,2016,K02000001,,,Zero,,Employer,,All,,Defined contribution,,100 to 499 employees
