V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Employment status_codelist,Employment status,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
53.67311092,15.92161674,283,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,16-24,,Female
52.80628809,9.877609895,831,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,16-24,,Female
5.01031505,5.021012179,88,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,16-24,,Female
18.30803536,2.04351441,8341,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,16+,,Female
36.22561109,8.547588623,850,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,16+,,Female
18.03995502,4.862850702,1419,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,16+,,Female
2.531510072,2.533448112,219,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,16+,,Female
11.34386858,1.544597708,5489,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,16+,,Female
53.18053782,14.65733572,364,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,16+,,Female
24.99570017,2.107581386,10252,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,16+,,Female
27.25109055,8.263787743,360,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,16+,,Female
30.97331966,8.609960375,676,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,25-34,,Female
130.1114827,55.43039436,88,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,25-34,,Female
12.08301064,4.874090521,498,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,25-34,,Female
10.15298562,10.22538389,43,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,25-34,,Female
87.87412127,60.16894701,45,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,25-34,,Female
24.71359293,3.565403053,2269,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,25-34,,Female
17.67908788,12.51489107,96,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,25-34,,Female
26.78927057,8.463945478,592,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,35-44,,Female
56.37890325,26.18951229,131,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,35-44,,Female
23.46719857,9.764671985,405,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,35-44,,Female
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,35-44,,Female
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,35-44,,Female
32.23478178,5.109131305,2467,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,35-44,,Female
19.67894837,19.49762587,65,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,35-44,,Female
15.84372654,7.981887768,597,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,45-54,,Female
19.67332478,7.718777627,270,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,45-54,,Female
18.14178604,15.99833171,226,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,45-54,,Female
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,45-54,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,45-54,,Female
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,45-54,,Female
14.36195451,2.452073526,2602,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,45-54,,Female
64.61967034,33.29897981,61,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,45-54,,Female
11.76042271,3.713240619,1206,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,55-64,,Female
23.56184882,11.80566336,273,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,55-64,,Female
2.206724946,2.2129113,126,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,55-64,,Female
0,0,53,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,55-64,,Female
11.13839989,4.683688588,751,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,55-64,,Female
9.975706296,2.772338133,1685,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,55-64,,Female
93.92243196,48.26677331,48,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,55-64,,Female
10.51527859,2.07430968,2529,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,65-74,,Female
0,0,46,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,65-74,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,65-74,,Female
10.85203049,2.140496286,2453,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,65-74,,Female
9.401282762,4.954795066,346,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,65-74,,Female
11.86058188,2.452222924,2301,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,75+,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,75+,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,75+,,Female
12.15972366,2.513317693,2245,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,75+,,Female
12.78733602,12.77474425,52,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,75+,,Female
57.69000129,14.47281105,391,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,16-24,,Male
0,0,15,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,16-24,,Male
0,0,28,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,16-24,,Male
64.21731956,16.0602054,343,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,16-24,,Male
34.38067545,8.837630845,744,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,16-24,,Male
47.74026014,22.3566437,90,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,16-24,,Male
20.34037456,2.977634046,5881,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,16+,,Male
27.03704414,7.290749914,727,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,16+,,Male
34.22071715,34.02264052,111,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,16+,,Male
11.32610636,8.046249651,211,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,16+,,Male
8.738358259,1.775726949,4425,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,16+,,Male
65.19067408,15.0033524,407,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,16+,,Male
21.49671121,1.878719849,10198,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,16+,,Male
28.58460628,10.66196443,336,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,16+,,Male
48.37034168,19.86183593,163,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,25-34,,Male
37.23476387,27.69383284,57,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,25-34,,Male
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,25-34,,Male
45.98923987,32.53283133,39,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,25-34,,Male
77.17355229,48.22300297,47,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,25-34,,Male
26.41580243,4.023780384,2045,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,25-34,,Male
20.32442668,20.16413735,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,25-34,,Male
56.52441647,27.0595646,212,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,35-44,,Male
49.22884751,24.67391114,141,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,35-44,,Male
131.5809353,128.4472297,32,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,35-44,,Male
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,35-44,,Male
11.48339711,2.349538806,2409,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,35-44,,Male
0,0,59,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,35-44,,Male
12.8376099,6.119555753,315,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,45-54,,Male
17.5731924,9.484110975,204,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,45-54,,Male
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,45-54,,Male
0,0,51,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,45-54,,Male
26.61661189,26.63163235,24,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,45-54,,Male
20.41587234,3.75071614,2539,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,45-54,,Male
32.71420786,25.34208803,76,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,45-54,,Male
12.78801437,4.299092411,837,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,55-64,,Male
25.95642941,10.77441126,261,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,55-64,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,55-64,,Male
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,55-64,,Male
8.742928452,4.890478172,496,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal theft,,55-64,,Male
20.37364254,4.527115102,1826,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,55-64,,Male
0,0,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,55-64,,Male
10.18238702,2.936493459,2158,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,65-74,,Male
0,0,38,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,65-74,,Male
10.40244168,3.000336939,2111,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,65-74,,Male
21.80597096,6.890183602,541,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal theft,,65-74,,Male
6.481078032,2.25358368,1805,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal theft,,75+,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal theft,,75+,,Male
6.537024429,2.272856751,1791,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal theft,,75+,,Male
0,0,94,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal theft,,75+,,Male
130.5537919,21.04062547,831,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,16-24,,All adults
348.4119706,247.6294257,35,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,16-24,,All adults
132.9955945,45.28758269,124,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,16-24,,All adults
11.53101661,11.64791319,46,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,16-24,,All adults
129.3293831,22.84487763,626,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,16-24,,All adults
104.3891455,11.64091541,1575,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,16-24,,All adults
131.1874979,40.19235381,178,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,16-24,,All adults
40.40827665,3.282280064,14222,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,16+,,All adults
93.01043574,14.30655188,1577,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,16+,,All adults
50.61867032,8.015361976,1530,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,16+,,All adults
23.39312105,9.05484032,430,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,16+,,All adults
15.56692272,1.603751262,9914,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,16+,,All adults
123.2197878,20.59325967,771,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,16+,,All adults
56.23287948,2.744203143,20450,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,16+,,All adults
96.05386551,18.1093861,696,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,16+,,All adults
73.92503668,11.97017832,839,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,25-34,,All adults
145.398265,46.44183395,145,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,25-34,,All adults
56.48498718,12.98508502,518,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,25-34,,All adults
40.30120228,19.50601472,82,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,25-34,,All adults
96.57372552,38.5723172,92,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,25-34,,All adults
58.42520276,5.414119783,4314,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,25-34,,All adults
71.40526344,23.27599731,149,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,25-34,,All adults
67.95969541,12.54003399,804,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,35-44,,All adults
127.8900345,30.239749,272,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,35-44,,All adults
47.77411451,14.69582708,437,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,35-44,,All adults
29.72115658,29.77442298,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,35-44,,All adults
30.82041807,30.49204713,30,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,35-44,,All adults
47.43878528,4.531997517,4876,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,35-44,,All adults
54.98410061,23.23219433,124,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,35-44,,All adults
59.64870651,12.95693711,912,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,45-54,,All adults
86.93853778,23.02162138,474,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,45-54,,All adults
46.28345607,19.59753697,256,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,45-54,,All adults
30.34842128,30.17584832,108,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,45-54,,All adults
11.25871701,11.25817288,57,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,45-54,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,45-54,,All adults
55.97905801,5.968452818,5141,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,45-54,,All adults
94.43269068,30.28512698,137,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,45-54,,All adults
22.9338726,4.611124286,2043,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,55-64,,All adults
51.69719086,13.30362716,534,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,55-64,,All adults
1.876439201,1.880858379,147,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,55-64,,All adults
6.822581133,6.816524296,110,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,55-64,,All adults
16.95537684,5.589462441,1247,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,55-64,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,55-64,,All adults
33.48346656,4.627318909,3511,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,55-64,,All adults
45.7129151,24.05815646,101,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,55-64,,All adults
18.05036247,2.560614455,4687,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,65-74,,All adults
0,0,84,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,65-74,,All adults
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,65-74,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,65-74,,All adults
18.54231412,2.630335527,4564,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,65-74,,All adults
23.59039187,5.484562554,887,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,65-74,,All adults
11.93404635,1.83028522,4106,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,75+,,All adults
20.32038457,20.3148617,33,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,75+,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,75+,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,75+,,All adults
11.98305531,1.855372441,4036,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,75+,,All adults
4.915569167,4.914395717,146,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,75+,,All adults
94.56336853,24.1056462,440,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,16-24,,Female
519.0274905,448.7543122,20,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,16-24,,Female
105.223086,39.84160605,119,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,16-24,,Female
78.40755907,22.66917912,283,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,16-24,,Female
85.56331893,12.11121334,831,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,16-24,,Female
102.9643478,40.28124599,88,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,16-24,,Female
34.12584802,3.547211271,8341,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,16+,,Female
96.2932206,23.33466266,850,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,16+,,Female
47.39087127,7.760663253,1419,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,16+,,Female
5.279059043,3.747828789,219,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,16+,,Female
15.58561917,2.042954121,5489,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,16+,,Female
77.01113202,20.54789232,364,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,16+,,Female
50.47600017,3.450851012,10252,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,16+,,Female
88.3069625,19.45978644,360,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,16+,,Female
76.73788131,14.30464444,676,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,25-34,,Female
216.5170885,79.7984654,88,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,25-34,,Female
56.83920602,13.44680848,498,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,25-34,,Female
21.17242634,15.1808144,43,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,25-34,,Female
117.4843348,62.65789271,45,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,25-34,,Female
47.97121508,6.244135042,2269,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,25-34,,Female
83.31999634,29.62566602,96,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,25-34,,Female
45.28223264,10.9064431,592,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,35-44,,Female
103.7100156,41.26487117,131,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,35-44,,Female
37.71397611,11.23660022,405,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,35-44,,Female
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,35-44,,Female
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,35-44,,Female
53.31471489,6.693051189,2467,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,All personal crime,,35-44,,Female
52.41093476,31.18695108,65,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,All personal crime,,35-44,,Female
53.62653287,16.5024813,597,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,All personal crime,,45-54,,Female
77.81335208,33.99472369,270,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,All personal crime,,45-54,,Female
52.28708519,22.08641935,226,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,All personal crime,,45-54,,Female
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,All personal crime,,45-54,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,All personal crime,,45-54,,Female
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,All personal crime,,45-54,,Female
