V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Ethnic group_codelist,Ethnic group,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
6.593388212,6.592251946,99,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal theft,,45-54,,Male
0,0,21,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal theft,,45-54,,Male
12.63322622,12.70175691,35,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal theft,,45-54,,Male
20.28370852,3.727099478,2620,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal theft,,45-54,,Male
20.66060268,14.54028489,95,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal theft,,55-64,,Male
17.00869646,16.86045703,83,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal theft,,55-64,,Male
84.22663929,79.87348669,18,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal theft,,55-64,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal theft,,55-64,,Male
17.56577031,3.620055569,2491,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal theft,,55-64,,Male
42.04249503,29.24516046,67,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal theft,,65-74,,Male
24.99950113,25.02617729,23,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal theft,,65-74,,Male
0,0,14,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal theft,,65-74,,Male
11.53956036,2.667363496,2599,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal theft,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal theft,,75+,,Male
85.82120061,58.20743045,26,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal theft,,75+,,Male
4.865996495,1.944560492,1811,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal theft,,75+,,Male
41.69784993,15.47369063,204,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,16-24,,All adults
97.88879726,34.98030499,93,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,16-24,,All adults
59.14701391,31.33483153,77,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,16-24,,All adults
64.9759398,43.08067915,43,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,16-24,,All adults
128.0865123,12.46124439,2166,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,16-24,,All adults
32.07163502,5.081985302,1956,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,16+,,All adults
53.46963181,8.998758529,1026,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,16+,,All adults
107.0584188,24.55913638,370,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,16+,,All adults
59.75744163,19.40775813,349,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,16+,,All adults
52.11852224,2.365534814,31673,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,16+,,All adults
35.71767906,10.84244931,498,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,25-34,,All adults
49.4759398,16.0720244,185,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,25-34,,All adults
97.31012785,42.283152,104,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,25-34,,All adults
33.64643968,19.85379114,76,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,25-34,,All adults
64.7635433,5.642808993,4439,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,25-34,,All adults
24.41400052,7.187547261,563,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,35-44,,All adults
73.4680252,19.14908702,262,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,35-44,,All adults
262.8122066,93.15727293,79,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,35-44,,All adults
142.2493256,62.75726463,88,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,35-44,,All adults
46.31344224,4.38087728,4809,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,35-44,,All adults
46.1267032,17.34218596,295,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,45-54,,All adults
21.30048264,9.217876761,234,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,45-54,,All adults
58.97825724,30.68316184,55,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,45-54,,All adults
19.40661991,14.08961591,62,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,45-54,,All adults
59.9633784,5.991486881,5545,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,45-54,,All adults
14.4026699,7.53647231,197,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,55-64,,All adults
28.50008402,16.23939594,147,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,55-64,,All adults
51.15879059,49.55560461,33,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,55-64,,All adults
0,0,44,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,55-64,,All adults
31.02392436,3.684620047,5234,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,55-64,,All adults
31.72631073,18.68941079,116,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,65-74,,All adults
8.695104168,8.700796206,63,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,65-74,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,65-74,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,65-74,,All adults
19.21177373,2.390923436,5374,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,65-74,,All adults
0,0,83,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,75+,,All adults
74.02870715,42.59428509,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,75+,,All adults
58.25100592,57.61724473,12,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,75+,,All adults
11.12318833,1.767315638,4106,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,75+,,All adults
30.79088596,17.76357073,104,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,16-24,,Female
136.6899105,59.66147895,51,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,16-24,,Female
101.9472008,60.44514655,42,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,16-24,,Female
94.65297073,93.56493114,18,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,16-24,,Female
93.8416235,12.82671529,1144,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,16-24,,Female
30.99344656,6.653846651,984,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,16+,,Female
59.89461008,14.00414362,591,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,16+,,Female
90.47120978,27.94130273,206,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,16+,,Female
102.5675252,39.08113392,171,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,16+,,Female
43.68824681,2.665458938,17013,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,16+,,Female
34.49170762,11.45042075,288,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,25-34,,Female
64.80496001,24.22570562,121,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,25-34,,Female
93.55606942,47.7437604,58,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,25-34,,Female
65.0024765,37.79268432,45,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,25-34,,Female
56.2312003,6.633039255,2531,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,25-34,,Female
30.22820855,13.20377601,269,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,35-44,,Female
67.19103735,24.41414392,164,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,35-44,,Female
115.9587656,77.72906303,44,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,35-44,,Female
238.9597762,108.4575075,48,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,35-44,,Female
47.83463552,5.815567985,2600,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,35-44,,Female
53.53352015,27.36099448,139,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,45-54,,Female
13.58822599,7.873847594,135,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,45-54,,Female
67.90502283,39.11262178,34,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,45-54,,Female
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,45-54,,Female
50.88869644,7.67071688,2925,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,45-54,,Female
9.19841557,6.563675574,102,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,55-64,,Female
44.31684274,30.68042696,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,55-64,,Female
28.21768273,4.491683915,2743,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,55-64,,Female
16.87955273,16.79558774,49,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,65-74,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,65-74,,Female
0,0,13,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,65-74,,Female
15.88652498,2.685986658,2775,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,65-74,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,75+,,Female
49.22472646,48.57039624,16,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,75+,,Female
13.16059933,2.549666649,2295,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,75+,,Female
51.62704675,24.6221822,100,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,16-24,,Male
55.97897522,32.0091272,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,16-24,,Male
20.81367282,20.73087858,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,16-24,,Male
44.43015414,32.82529907,25,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,16-24,,Male
161.0046101,20.61595885,1022,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,16-24,,Male
33.05748139,7.626485906,972,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,16+,,Male
45.92347131,10.5568536,435,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,16+,,Male
122.8653686,40.4557859,164,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,16+,,Male
22.81799156,11.09742164,178,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,16+,,Male
61.01176724,3.79560132,14660,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,16+,,Male
37.00475072,18.64080085,210,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,25-34,,Male
29.07254708,18.48379008,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,25-34,,Male
100.6789836,67.63539238,46,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,25-34,,Male
0,0,31,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,25-34,,Male
73.18693849,9.002117985,1908,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,25-34,,Male
19.69865672,7.563656655,294,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,35-44,,Male
82.45684636,30.67997019,98,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,35-44,,Male
413.0092588,181.5088928,35,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,35-44,,Male
32.87932716,32.28102802,40,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,35-44,,Male
44.74398695,6.46615552,2209,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,35-44,,Male
39.95483616,22.13896129,156,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,45-54,,Male
31.02819944,18.25427826,99,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,45-54,,Male
48.03801554,48.4217416,21,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,45-54,,Male
32.83407153,23.86759861,35,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,45-54,,Male
69.38752007,9.249514902,2620,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,45-54,,Male
20.66060268,14.54028489,95,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,55-64,,Male
17.00869646,16.86045703,83,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,55-64,,Male
84.22663929,79.87348669,18,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,55-64,,Male
0,0,29,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,55-64,,Male
33.95934124,5.780683391,2491,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,55-64,,Male
42.04249503,29.24516046,67,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,65-74,,Male
24.99950113,25.02617729,23,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,65-74,,Male
0,0,14,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,65-74,,Male
22.81369756,4.02499356,2599,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,65-74,,Male
0,0,50,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,All personal crime,,75+,,Male
85.82120061,58.20743045,26,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,All personal crime,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,All personal crime,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,All personal crime,,75+,,Male
8.373704078,2.350634779,1811,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,All personal crime,,75+,,Male
0,0,204,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,16-24,,All adults
12.97362657,10.01866587,93,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,16-24,,All adults
11.46544086,11.49175085,77,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,16-24,,All adults
0,0,43,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,16-24,,All adults
31.65649614,6.164363658,2166,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,16-24,,All adults
4.470508117,2.066287899,1956,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,16+,,All adults
12.89484281,3.908256914,1026,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,16+,,All adults
26.26924869,12.67201947,370,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,16+,,All adults
7.77829404,4.919120783,349,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,16+,,All adults
14.91738854,1.246376024,31673,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,16+,,All adults
10.75267203,6.894646531,498,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,25-34,,All adults
11.69321099,7.572471773,185,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,25-34,,All adults
22.56748413,18.47690076,104,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,25-34,,All adults
12.77695997,12.72529439,76,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,25-34,,All adults
18.54754931,3.181823745,4439,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,25-34,,All adults
1.479982056,1.479715255,563,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,35-44,,All adults
27.08466418,12.14096519,262,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,35-44,,All adults
79.23000198,57.3718765,79,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,35-44,,All adults
19.53969288,15.82345025,88,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,35-44,,All adults
14.37603226,2.739374462,4809,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,35-44,,All adults
8.882364232,6.35282032,295,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,45-54,,All adults
10.80549439,7.603991907,234,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,45-54,,All adults
11.76020463,11.760805,55,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,45-54,,All adults
19.46726223,3.305786932,5545,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,45-54,,All adults
0,0,197,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,55-64,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,55-64,,All adults
0,0,33,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,55-64,,All adults
0,0,44,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,55-64,,All adults
10.21750701,2.463824051,5234,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,55-64,,All adults
0,0,116,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,65-74,,All adults
0,0,63,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,65-74,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,65-74,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,65-74,,All adults
5.531574444,1.527417488,5374,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,65-74,,All adults
0,0,83,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,75+,,All adults
0,0,42,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,75+,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,75+,,All adults
1.633617615,0.606464701,4106,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,75+,,All adults
0,0,104,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,16-24,,Female
6.965722651,7.004723988,51,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,16-24,,Female
24.26690812,24.33726251,42,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,16-24,,Female
14.50339407,5.571992657,1144,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,16-24,,Female
2.496676697,1.78246084,984,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,16+,,Female
9.664025564,4.626863743,591,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,16+,,Female
22.71445722,12.85972482,206,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,16+,,Female
8.522025028,6.681364314,171,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,16+,,Female
10.13657784,1.317015814,17013,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,16+,,Female
4.982432227,4.986668584,288,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,25-34,,Female
16.32311924,12.54223478,121,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,25-34,,Female
47.71538584,38.98426119,58,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,25-34,,Female
24.68415821,24.43881387,45,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,25-34,,Female
12.72598476,3.463098786,2531,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,25-34,,Female
0,0,269,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,35-44,,Female
20.71114374,14.58496239,164,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,35-44,,Female
0,0,44,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,35-44,,Female
7.74411768,7.785694234,48,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,35-44,,Female
11.57568416,2.74437575,2600,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,35-44,,Female
8.000411453,7.97546321,139,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,45-54,,Female
0,0,135,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,45-54,,Female
21.35602463,21.31582204,34,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,45-54,,Female
0,0,27,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,45-54,,Female
15.97386084,4.455479805,2925,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,45-54,,Female
0,0,102,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,55-64,,Female
0,0,64,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other ethnic group,,Incidence rate,,Violence without injury,,55-64,,Female
8.734482777,2.699770328,2743,Quarter,2017 Q1,K04000001,,,White,,Incidence rate,,Violence without injury,,55-64,,Female
0,0,49,Quarter,2017 Q1,K04000001,,,Asian/Asian British,,Incidence rate,,Violence without injury,,65-74,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,Black/African/Caribbean/Black British,,Incidence rate,,Violence without injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Mixed/multiple ethnic groups,,Incidence rate,,Violence without injury,,65-74,,Female
