V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of hours out of home on an average weekday_codelist,Number of hours out of home on an average weekday,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.961996892,0.469024592,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,45-54,,Female
0.509952416,0.232195383,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,55-64,,Female
0.441654705,0.270297215,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,55-64,,Female
0.284196517,0.157435362,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,55-64,,Female
0.883128191,0.290742246,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,65-74,,Female
0.305164307,0.11776521,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,65-74,,Female
0.483060712,0.245351763,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,75+,,Female
0.531620343,0.185721329,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,75+,,Female
0.946044543,0.469618552,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,16-24,,Male
1.656897695,0.507381033,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,16-24,,Male
2.794892813,2.319825616,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,16-24,,Male
0.454666594,0.145884767,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,16+,,Male
0.678734995,0.108439212,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,16+,,Male
0.570533304,0.170654563,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,16+,,Male
0.981789851,0.804246781,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,25-34,,Male
0.597101328,0.181147865,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,25-34,,Male
1.994004188,1.07299342,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,25-34,,Male
0.216184361,0.15692985,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,35-44,,Male
0.193572287,0.090108479,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,35-44,,Male
0.801532837,0.562711412,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,35-44,,Male
0.163435889,0.163414655,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,45-54,,Male
0.670858927,0.208256656,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,45-54,,Male
0.876362906,0.590252498,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,45-54,,Male
0.344957215,0.259366545,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,55-64,,Male
0.433232828,0.231606578,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,55-64,,Male
0.518477189,0.310396192,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,55-64,,Male
0.239664048,0.212454825,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,65-74,,Male
1.165403561,0.669766787,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,65-74,,Male
0.267833542,0.160080218,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,65-74,,Male
0.147671226,0.14763113,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Theft from the person,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Theft from the person,,75+,,Male
0,0,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Theft from the person,,75+,,Male
4.329658582,0.807958936,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,16-24,,All adults
4.115631443,0.580861314,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,16-24,,All adults
3.184356686,1.28804397,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,16-24,,All adults
1.985194622,0.182737031,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,16+,,All adults
2.293282303,0.149164951,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,16+,,All adults
1.313279357,0.1353543,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,16+,,All adults
2.799527976,0.672597275,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,25-34,,All adults
2.317812382,0.26307744,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,25-34,,All adults
2.927839913,0.675924137,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,25-34,,All adults
1.81668654,0.43821797,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,35-44,,All adults
1.94855752,0.255473945,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,35-44,,All adults
2.300067424,0.591808897,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,35-44,,All adults
1.138884871,0.284622677,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,45-54,,All adults
1.752830657,0.230038665,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,45-54,,All adults
1.36790761,0.415995309,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,45-54,,All adults
1.149433507,0.26414368,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,55-64,,All adults
1.464690022,0.276070259,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,55-64,,All adults
1.141837477,0.268857291,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,55-64,,All adults
1.417511247,0.271973706,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,65-74,,All adults
2.053562708,0.688635865,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,65-74,,All adults
0.602117819,0.147578947,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,65-74,,All adults
1.095508624,0.309992567,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,75+,,All adults
1.417082548,1.407376449,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,75+,,All adults
0.786342481,0.17448737,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,75+,,All adults
4.488729325,1.15537753,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,16-24,,Female
4.786107205,0.917697442,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,16-24,,Female
2.483947817,0.99285226,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,16-24,,Female
1.964819458,0.221124646,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,16+,,Female
2.559438131,0.247870382,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,16+,,Female
1.456136634,0.171943966,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,16+,,Female
2.176850888,0.557888479,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,25-34,,Female
2.459630017,0.399053759,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,25-34,,Female
2.380993189,0.712407632,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,25-34,,Female
2.440731175,0.603521748,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,35-44,,Female
2.926854889,0.522016013,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,35-44,,Female
2.854036276,0.838019411,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,35-44,,Female
1.417613345,0.39809123,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,45-54,,Female
1.575821859,0.316582755,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,45-54,,Female
1.103680429,0.480070709,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,45-54,,Female
0.811603478,0.283839603,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,55-64,,Female
1.053997335,0.364452941,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,55-64,,Female
1.229080479,0.361473689,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,55-64,,Female
1.414496488,0.354989355,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,65-74,,Female
0.376904921,0.376860522,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,65-74,,Female
0.757068619,0.215240183,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,65-74,,Female
1.14493238,0.420298641,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,75+,,Female
1.144393976,0.275167236,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,75+,,Female
4.165469095,1.142689992,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,16-24,,Male
3.51837645,0.748044299,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,16-24,,Male
4.028948671,2.564157712,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,16-24,,Male
2.016319848,0.318013645,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,16+,,Male
2.104294097,0.177889422,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,16+,,Male
1.10563322,0.219066751,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,16+,,Male
3.962446571,1.614784874,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,25-34,,Male
2.220937818,0.350674338,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,25-34,,Male
4.492239875,1.663472369,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,25-34,,Male
0.216184361,0.15692985,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,35-44,,Male
1.327158937,0.256572734,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,35-44,,Male
1.233052231,0.614506908,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,35-44,,Male
0.549081097,0.278077056,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,45-54,,Male
1.88493581,0.326942618,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,45-54,,Male
1.765388923,0.751701833,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,45-54,,Male
1.68608939,0.513955419,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,55-64,,Male
1.725336095,0.388885604,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,55-64,,Male
1.016704711,0.402967521,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,55-64,,Male
1.420857155,0.416936844,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,65-74,,Male
3.020845518,1.057064997,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,65-74,,Male
0.42202069,0.197882455,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,65-74,,Male
1.034943724,0.460100142,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal theft,,75+,,Male
2.583666782,2.549566437,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal theft,,75+,,Male
0.302626293,0.174796312,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal theft,,75+,,Male
19.67364414,1.591866293,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,16-24,,All adults
19.31649063,1.112380248,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,16-24,,All adults
21.27713882,2.789936701,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,16-24,,All adults
13.90648781,0.435548939,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,16+,,All adults
15.81837139,0.352546213,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,16+,,All adults
10.61674105,0.372005305,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,16+,,All adults
17.48712128,1.365393933,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,25-34,,All adults
15.80586081,0.715159782,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,25-34,,All adults
17.65957665,1.547094875,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,25-34,,All adults
16.3703962,1.175293054,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,35-44,,All adults
15.69486432,0.693781826,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,35-44,,All adults
17.05041394,1.374331342,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,35-44,,All adults
16.4671298,1.162018166,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,45-54,,All adults
16.13741515,0.674607766,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,45-54,,All adults
15.85056892,1.412991194,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,45-54,,All adults
12.47391038,0.967865666,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,55-64,,All adults
11.95419623,0.759198305,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,55-64,,All adults
11.72886992,0.943551744,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,55-64,,All adults
8.399792071,0.671485822,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,65-74,,All adults
11.37257944,1.543235654,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,65-74,,All adults
6.894062004,0.536755612,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,65-74,,All adults
5.10542224,0.692429688,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,75+,,All adults
9.12461178,3.27983834,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,75+,,All adults
4.665506363,0.413586463,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,75+,,All adults
18.13645241,2.096367629,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,16-24,,Female
18.71214966,1.580423975,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,16-24,,Female
22.93087309,3.775649338,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,16-24,,Female
13.8136725,0.527103051,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,16+,,Female
16.01132087,0.527386131,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,16+,,Female
10.79237308,0.481091171,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,16+,,Female
16.94284105,1.42656902,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,25-34,,Female
15.886543,1.026654651,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,25-34,,Female
16.43166028,1.721864382,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,25-34,,Female
18.0400454,1.424273909,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,35-44,,Female
16.46594905,1.063816244,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,35-44,,Female
16.95450388,1.637170014,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,35-44,,Female
16.57639676,1.403468164,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,45-54,,Female
16.7613332,1.021549552,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,45-54,,Female
15.51963795,1.792580088,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,45-54,,Female
12.04672352,1.255118626,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,55-64,,Female
10.93130579,1.169649086,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,55-64,,Female
12.43847926,1.346561069,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,55-64,,Female
7.384870323,0.830757239,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,65-74,,Female
10.92836851,2.527421603,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,65-74,,Female
6.271569374,0.69292827,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,65-74,,Female
4.163746258,0.799508943,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,75+,,Female
9.366000193,4.9460585,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,75+,,Female
4.614810859,0.542528573,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,75+,,Female
21.26030122,2.411662505,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,16-24,,Male
19.85483323,1.563830103,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,16-24,,Male
19.28297402,4.140733276,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,16-24,,Male
14.04827304,0.730045186,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,16+,,Male
15.68136453,0.462870974,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,16+,,Male
10.36145611,0.556051449,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,16+,,Male
18.50362502,2.78194822,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,25-34,,Male
15.7507474,0.963109409,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,25-34,,Male
21.17235681,3.445225458,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,25-34,,Male
12.08820703,2.050114449,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,35-44,,Male
15.20508383,0.88635262,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,35-44,,Male
17.23514903,2.446812162,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,35-44,,Male
16.23591532,1.954185517,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,45-54,,Male
15.67177282,0.895946012,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,45-54,,Male
16.34839384,2.132565224,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,45-54,,Male
13.152513,1.502366222,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,55-64,,Male
12.60337355,0.994722363,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,55-64,,Male
10.7110762,1.282918257,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,55-64,,Male
9.526195468,1.063970924,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,65-74,,Male
11.62884974,1.94673446,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,65-74,,Male
7.617576406,0.806029169,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,65-74,,Male
6.259371596,1.184186764,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,Total CSEW crime,,75+,,Male
8.925893705,4.355523118,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,Total CSEW crime,,75+,,Male
4.733994378,0.612627868,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,Total CSEW crime,,75+,,Male
8.424140227,1.063713724,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,16-24,,All adults
8.140980656,0.76997845,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,16-24,,All adults
7.276105318,1.851212497,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,16-24,,All adults
3.620543677,0.242103798,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,16+,,All adults
4.44118163,0.198382209,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,16+,,All adults
2.364246992,0.182588116,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,16+,,All adults
4.617714389,0.780438004,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,25-34,,All adults
4.504597973,0.369756489,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,25-34,,All adults
4.861876282,0.815747952,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,25-34,,All adults
3.464452417,0.578118445,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,35-44,,All adults
3.648352487,0.338868113,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,35-44,,All adults
4.001768632,0.737363169,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,35-44,,All adults
3.162947684,0.514119831,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,45-54,,All adults
3.704292228,0.339571065,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,45-54,,All adults
3.762313862,0.673749571,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,45-54,,All adults
1.752968608,0.31454708,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,55-64,,All adults
2.571246963,0.353233138,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,55-64,,All adults
1.774001642,0.32728125,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,55-64,,All adults
2.102669276,0.330345158,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,65-74,,All adults
2.331701838,0.707570635,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,65-74,,All adults
1.086458162,0.201674882,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,65-74,,All adults
1.397795112,0.340001748,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,75+,,All adults
1.417082548,1.407376449,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,75+,,All adults
0.995917001,0.190830498,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Prevalence rate,,All personal crime,,75+,,All adults
6.23645616,1.256174611,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Prevalence rate,,All personal crime,,16-24,,Female
7.640076861,1.082278878,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Prevalence rate,,All personal crime,,16-24,,Female
