V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
16.54036791,2.330407606,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,16+,,Female
18.38239629,2.842888754,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,16+,,Female
27.65406965,3.127542719,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,16+,,Female
38.94954897,6.028700061,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,16+,,Female
20.03256426,6.842218669,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,25-34,,Female
15.6803755,4.662634289,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,25-34,,Female
33.65127976,5.828726605,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,25-34,,Female
74.22243919,15.68048375,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,25-34,,Female
15.40413705,4.094292558,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,35-44,,Female
17.09806596,5.662713702,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,35-44,,Female
23.73661931,5.311641139,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,35-44,,Female
32.19346718,9.690272568,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,35-44,,Female
31.81194227,7.955859136,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,45-54,,Female
33.07296526,13.47839745,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,45-54,,Female
32.72600428,9.821670542,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,45-54,,Female
32.52221694,13.46623829,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,45-54,,Female
13.93314119,3.778375592,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,55-64,,Female
7.255381429,7.2208835,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,55-64,,Female
17.85612737,6.39385822,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,55-64,,Female
24.70970447,9.432710743,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,55-64,,Female
5.109205916,2.036039909,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,65-74,,Female
4.73480824,4.745775262,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,65-74,,Female
2.761669868,1.961213375,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,65-74,,Female
2.048291674,2.04699754,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,65-74,,Female
1.231438168,0.727240874,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,75+,,Female
75.2317174,21.88889808,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,16-24,,Male
90.28250739,20.50838895,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,16-24,,Male
96.20767001,18.21015999,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,16-24,,Male
113.5595298,39.25687488,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,16-24,,Male
23.36003101,2.556491108,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,16+,,Male
52.1097543,7.475371269,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,16+,,Male
50.75982867,5.702850506,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,16+,,Male
48.45043808,8.757055347,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,16+,,Male
30.35690215,7.363657793,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,25-34,,Male
38.716677,10.2578705,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,25-34,,Male
41.59507049,9.640843049,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,25-34,,Male
51.00312578,23.97242818,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,25-34,,Male
20.56958271,4.639224666,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,35-44,,Male
39.98880888,13.02440787,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,35-44,,Male
48.36393254,11.16059397,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,35-44,,Male
64.558186,21.13013522,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,35-44,,Male
35.88608758,6.989387567,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,45-54,,Male
40.60835471,12.80385355,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,45-54,,Male
41.12284478,8.501510407,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,45-54,,Male
41.65994178,11.19342388,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,45-54,,Male
10.90550699,3.713000033,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,55-64,,Male
33.24176749,27.96495079,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,55-64,,Male
21.71694798,12.34854245,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,55-64,,Male
13.36652866,6.418906069,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,55-64,,Male
9.47794654,3.199474985,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,65-74,,Male
6.940245153,5.217173133,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,65-74,,Male
9.274425943,4.386865235,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,65-74,,Male
10.28533225,5.861435734,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,65-74,,Male
2.757280188,1.315280114,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All violence,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All violence,,75+,,Male
2.517642569,2.515715966,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All violence,,75+,,Male
3.371451595,3.367735925,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All violence,,75+,,Male
40.56204778,13.50440367,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,16-24,,All adults
27.78939186,6.433663612,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,16-24,,All adults
35.40353601,6.660649875,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,16-24,,All adults
55.74382192,17.02209707,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,16-24,,All adults
8.129594034,1.235572169,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,16+,,All adults
17.5589563,2.650044103,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,16+,,All adults
20.74122801,2.184564125,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,16+,,All adults
25.3134428,3.70705547,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,16+,,All adults
7.052389342,2.342107668,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,25-34,,All adults
15.76740231,4.911446987,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,25-34,,All adults
20.69523494,4.285701163,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,25-34,,All adults
33.99999089,8.79612132,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,25-34,,All adults
6.73529642,1.965950331,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,35-44,,All adults
7.479129435,2.517775969,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,35-44,,All adults
15.88602929,3.646816293,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,35-44,,All adults
29.04591885,8.475261439,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,35-44,,All adults
12.46691615,3.381788904,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,45-54,,All adults
26.48527923,8.14471875,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,45-54,,All adults
26.29954893,5.917624087,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,45-54,,All adults
26.1542905,8.43856343,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,45-54,,All adults
4.294648224,1.312272101,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,55-64,,All adults
3.68266471,3.673916273,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,55-64,,All adults
6.363003135,2.609396449,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,55-64,,All adults
8.192948136,3.600405939,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,55-64,,All adults
1.234427969,0.532120771,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,65-74,,All adults
5.854496709,3.534092541,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,65-74,,All adults
3.445937998,1.476734057,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,65-74,,All adults
2.495417738,1.514282994,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,65-74,,All adults
0.202766536,0.202774208,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,75+,,All adults
0,0,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,75+,,All adults
32.32541806,17.97775492,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,16-24,,Female
16.64217301,5.143805354,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,16-24,,Female
20.10181911,5.022104032,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,16-24,,Female
28.54206852,11.94275413,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,16-24,,Female
7.971697495,1.763157087,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,16+,,Female
12.16130351,2.423692138,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,16+,,Female
15.81845591,2.220888944,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,16+,,Female
20.27388565,3.962396336,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,16+,,Female
7.011520892,3.524975381,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,25-34,,Female
9.30291991,3.90022963,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,25-34,,Female
20.94669571,4.846950411,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,25-34,,Female
47.23371374,13.05678898,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,25-34,,Female
5.876305862,2.653448819,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,35-44,,Female
8.196353192,3.846631259,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,35-44,,Female
11.23864431,3.923356129,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,35-44,,Female
15.11421657,7.456433095,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,35-44,,Female
14.48692556,5.763020275,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,45-54,,Female
24.47488074,12.49606739,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,45-54,,Female
24.10037359,9.106028926,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,45-54,,Female
23.88040703,12.48217354,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,45-54,,Female
6.736338453,2.407806023,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,55-64,,Female
7.255381429,7.2208835,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,55-64,,Female
7.223986199,4.216847158,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,55-64,,Female
7.203688605,5.138351456,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,55-64,,Female
0.917005142,0.568513707,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,65-74,,Female
4.73480824,4.745775262,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,65-74,,Female
1.257282011,1.258339856,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,75+,,Female
48.11437047,20.07215908,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,16-24,,Male
38.09221821,11.4217697,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,16-24,,Male
50.26756311,11.99024913,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,16-24,,Male
85.92310383,33.16175534,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,16-24,,Male
8.295960825,1.757808106,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,16+,,Male
22.37875942,4.501035795,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,16+,,Male
25.79250336,3.75915348,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,16+,,Male
31.63257929,6.738625176,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,16+,,Male
7.094934792,3.069798001,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,25-34,,Male
21.50718262,8.602028431,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,25-34,,Male
20.44854249,7.04600783,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,25-34,,Male
16.9883676,11.0018265,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,25-34,,Male
7.636166621,2.923168267,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,35-44,,Male
6.882140353,3.340329318,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,35-44,,Male
20.43720181,6.160398382,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,35-44,,Male
46.64745373,16.73965181,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,35-44,,Male
10.39974855,3.642111711,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,45-54,,Male
28.0061315,10.74400214,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,45-54,,Male
28.59595248,7.241575653,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,45-54,,Male
29.21169045,9.761419351,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,45-54,,Male
1.809059734,1.003120457,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,55-64,,Male
0,0,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,55-64,,Male
5.413405026,2.904953424,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,55-64,,Male
9.335739938,4.991699204,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,55-64,,Male
1.572995513,0.917509063,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,65-74,,Male
6.940245153,5.217173133,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,65-74,,Male
5.861302522,2.774363843,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,65-74,,Male
5.394025131,3.270048034,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,65-74,,Male
0.457703956,0.457698851,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Violence with injury,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Violence with injury,,75+,,Male
0,0,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Violence with injury,,75+,,Male
0,0,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Violence with injury,,75+,,Male
29.98702518,12.67616461,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,16-24,,All adults
9.512569735,2.833373226,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,16-24,,All adults
15.63551024,3.95144596,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,16-24,,All adults
31.99222189,12.4024178,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,16-24,,All adults
3.92705935,1.028379035,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,16+,,All adults
7.628366248,1.71894693,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,16+,,All adults
10.90361989,1.574528623,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,16+,,All adults
15.60942896,2.949258678,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,16+,,All adults
2.29812059,1.08258121,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,25-34,,All adults
9.243265408,4.353850223,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,25-34,,All adults
11.80506891,3.663156881,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,25-34,,All adults
18.72173452,6.749387587,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,25-34,,All adults
1.772239194,0.765997711,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,35-44,,All adults
2.858501153,1.408285129,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,35-44,,All adults
8.726659751,2.98074204,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,35-44,,All adults
17.91248572,7.301799382,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,35-44,,All adults
4.661308623,2.435666708,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,45-54,,All adults
13.60932679,5.06413787,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,45-54,,All adults
18.34830141,5.102344135,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,45-54,,All adults
22.05462167,8.209203721,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,45-54,,All adults
1.767066671,0.959466965,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,55-64,,All adults
0,0,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,55-64,,All adults
1.918429829,1.184043921,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,55-64,,All adults
3.228197671,1.991024512,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,55-64,,All adults
0.372366528,0.266817034,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,65-74,,All adults
0,0,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,65-74,,All adults
0.556524216,0.55629993,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,65-74,,All adults
0.776152469,0.77553024,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,65-74,,All adults
0.202766536,0.202774208,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,75+,,All adults
0,0,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,75+,,All adults
0,0,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,75+,,All adults
28.3256588,17.60452222,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,16-24,,Female
7.475795737,3.195540752,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,16-24,,Female
11.73199553,3.964897627,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,16-24,,Female
22.11553962,11.20423498,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,16-24,,Female
4.318923153,1.517884426,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,16+,,Female
5.545170818,1.477893435,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,16+,,Female
8.372812976,1.674075753,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,16+,,Female
11.81766832,3.259415947,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,16+,,Female
2.971257014,1.756719208,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,25-34,,Female
6.547030644,2.992271162,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,25-34,,Female
11.11383928,3.336092053,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,25-34,,Female
21.42387813,8.523499999,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,25-34,,Female
0.209390308,0.20922006,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,35-44,,Female
2.599505897,1.982955872,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,35-44,,Female
2.506873227,1.529457284,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,35-44,,Female
2.388868542,2.387905674,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,35-44,,Female
7.938536492,4.751238535,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,45-54,,Female
8.460914739,5.368904068,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,45-54,,Female
16.66334337,7.975538685,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,45-54,,Female
21.48103513,12.26782362,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,45-54,,Female
2.975641534,1.865837946,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,55-64,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,55-64,,Female
1.85187205,1.852083892,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,55-64,,Female
3.04914137,3.049359828,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,55-64,,Female
0.301559805,0.30156501,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,65-74,,Female
0,0,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,65-74,,Female
0,0,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,65-74,,Female
0,0,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,65-74,,Female
0,0,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,75+,,Female
31.51036366,18.23876633,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,16-24,,Male
11.39505981,4.58980192,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Wounding,,16-24,,Male
19.42736894,6.765742954,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Wounding,,16-24,,Male
42.95001473,22.93327147,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Wounding,,16-24,,Male
3.514174282,1.380208774,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Wounding,,16+,,Male
