V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Structure of household_codelist,Structure of household,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.743915173,0.528972147,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
12.78002357,7.639054083,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
6.54451093,3.071676099,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
3.592239504,1.500413773,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
5.61567395,5.611398638,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.806005044,0.639775817,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
0,0,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
4.907499371,2.165451534,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
2.662714509,2.661626589,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
16.38525712,16.27703214,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
1.727615356,0.89567283,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
4.275483946,2.608866103,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
2.537522654,1.106113789,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
2.097394421,1.194689622,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.03017956,0.730749292,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
7.546141221,3.142788235,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,16-24,,All adults
12.84377533,9.267841866,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,16-24,,All adults
11.12511819,2.887495367,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,16-24,,All adults
3.622773604,0.76906111,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,16+,,All adults
7.923984061,2.217589662,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,16+,,All adults
4.218004896,0.55195509,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,16+,,All adults
4.158072231,1.655566202,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,25-34,,All adults
10.5652439,4.019986609,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,25-34,,All adults
4.952245531,1.498885067,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,25-34,,All adults
2.409437141,0.911277576,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,35-44,,All adults
5.974815456,3.455641873,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,35-44,,All adults
5.615792668,3.016839541,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,35-44,,All adults
2.952883875,1.758410708,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,45-54,,All adults
3.206869153,3.202079729,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,45-54,,All adults
2.39205503,0.712587585,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,55-64,,All adults
1.755186115,0.661065001,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,55-64,,All adults
14.4552693,14.42905098,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,65-74,,All adults
3.419736396,0.844971687,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,75+,,All adults
2.479124069,0.796783605,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,75+,,All adults
11.5133125,5.313431038,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,16-24,,Female
13.29243292,9.589440636,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,16-24,,Female
15.73452761,5.042018887,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,16-24,,Female
5.552641036,1.274409577,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,16+,,Female
8.213117515,2.392220114,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,16+,,Female
5.211461339,0.87424139,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,16+,,Female
7.258541709,2.884242418,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,25-34,,Female
9.893006374,4.070493863,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,25-34,,Female
3.946069202,1.672302355,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,25-34,,Female
4.686088809,1.76493271,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,35-44,,Female
6.75027328,3.902821041,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,35-44,,Female
9.266267842,6.667956275,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,35-44,,Female
1.232522705,0.872688666,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,45-54,,Female
3.796979164,3.789890297,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,45-54,,Female
2.696633378,1.001668136,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,55-64,,Female
1.649696838,0.783487147,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,65-74,,Female
4.545694694,1.255658258,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,75+,,Female
4.063316112,1.370362503,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,75+,,Female
2.998294367,2.996377529,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,16-24,,Male
7.228784143,3.205437822,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,16-24,,Male
1.613754752,0.845975095,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,16+,,Male
5.454732068,5.446344045,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,16+,,Male
3.240533841,0.675862861,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,16+,,Male
0,0,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,25-34,,Male
18.35283431,18.32703986,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,25-34,,Male
5.635521917,2.246639823,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,35-44,,Male
2.908332595,1.74716165,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,35-44,,Male
4.304445923,3.060238633,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,45-54,,Male
2.054401034,1.012573369,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,55-64,,Male
1.868099819,1.081665759,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,55-64,,Male
23.28744935,23.17573902,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stealth theft,,65-74,,Male
2.197252391,1.112557022,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stealth theft,,75+,,Male
0.397290299,0.397274593,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stealth theft,,75+,,Male
21.90401765,11.68781475,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,16-24,,All adults
28.78234897,20.14454415,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,16-24,,All adults
33.3147796,6.64727788,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,16-24,,All adults
14.51449765,2.366238232,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,16+,,All adults
11.21784924,3.361422898,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,16+,,All adults
10.37296606,1.12740842,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,16+,,All adults
12.55504199,4.599207319,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,25-34,,All adults
14.25097876,5.821053616,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,25-34,,All adults
16.21482129,3.205861362,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,25-34,,All adults
12.42217684,2.757107972,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,35-44,,All adults
6.291562699,3.260940791,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,35-44,,All adults
9.567423833,2.433164532,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,35-44,,All adults
13.96316371,3.326724651,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,45-54,,All adults
3.502054384,3.48376503,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,45-54,,All adults
11.34619562,2.722513907,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,45-54,,All adults
30.61811448,20.39360673,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,55-64,,All adults
2.84039617,0.887464008,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,65-74,,All adults
2.938077362,1.154599328,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,75+,,All adults
0.826771255,0.371750625,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,75+,,All adults
4.770317244,3.387655307,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,16-24,,Female
16.20779644,16.15720209,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,16-24,,Female
7.505633521,2.910128314,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,16-24,,Female
5.093503761,1.272431369,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,16+,,Female
9.840839662,3.237156381,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,16+,,Female
3.402718532,0.628716615,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,16+,,Female
3.073780437,1.576986116,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,25-34,,Female
12.68487326,5.687953825,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,25-34,,Female
7.442778845,3.360822945,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,25-34,,Female
5.945892093,2.376783695,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,35-44,,Female
7.108130433,3.68336334,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,35-44,,Female
6.140633883,3.169719843,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,35-44,,Female
7.690249477,3.665000025,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,45-54,,Female
4.146482719,4.120468563,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,45-54,,Female
3.195784883,1.289373014,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,55-64,,Female
2.305957165,0.938840313,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,65-74,,Female
1.167619203,0.602383721,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,75+,,Female
0.281654326,0.281651066,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,75+,,Female
41.54558086,24.83803314,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,16-24,,Male
55.13125233,12.0703515,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,16-24,,Male
24.32188338,4.643127397,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,16+,,Male
22.97776011,16.21250166,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,16+,,Male
17.23105758,2.162105357,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,16+,,Male
25.27046158,10.54696042,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,25-34,,Male
32.39365554,31.83393481,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,25-34,,Male
22.17175875,4.912259735,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,25-34,,Male
19.27619023,5.093620312,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,35-44,,Male
0,0,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,35-44,,Male
12.10898254,3.553866209,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,35-44,,Male
18.89133401,5.20775807,890,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,45-54,,Male
0,0,48,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,45-54,,Male
20.3816992,5.549446794,1994,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,45-54,,Male
49.58329666,32.90528028,149,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,55-64,,Male
3.412449456,1.538378361,2560,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,35,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Stranger violence,,65-74,,Male
4.860312658,2.3196363,2669,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,65-74,,Male
0,0,13,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Stranger violence,,75+,,Male
1.543125587,0.77671723,1886,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Stranger violence,,75+,,Male
16.81009906,5.314341038,658,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,16-24,,All adults
18.58776886,10.84242416,147,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,16-24,,All adults
19.44205774,3.835109278,1783,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,16-24,,All adults
7.402037478,1.286333143,7681,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,16+,,All adults
13.65764172,3.157398886,1781,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,16+,,All adults
7.934408776,0.749330159,25958,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,16+,,All adults
5.732471111,1.887367814,1907,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,25-34,,All adults
15.66825859,4.804251371,680,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,25-34,,All adults
11.53454911,2.288123385,2722,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,25-34,,All adults
6.378977789,2.227256773,3163,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,35-44,,All adults
14.05541469,6.752863804,587,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,35-44,,All adults
11.66737185,3.815850089,2066,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,35-44,,All adults
6.349498172,2.48892502,1635,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,45-54,,All adults
6.707623075,4.732107589,331,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,45-54,,All adults
5.36182261,1.124750849,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,45-54,,All adults
0,0,240,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,55-64,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,55-64,,All adults
4.646741441,1.107305763,5397,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,55-64,,All adults
14.4552693,14.42905098,55,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,65-74,,All adults
4.282636932,0.942612138,5530,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,65-74,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,75+,,All adults
3.092325046,0.869451518,4230,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,75+,,All adults
15.53962978,6.645643111,367,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,16-24,,Female
19.2370751,11.21628491,143,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,16-24,,Female
25.13585886,6.513893996,853,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,16-24,,Female
8.804988009,1.846337855,4111,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,16+,,Female
13.9605903,3.402952996,1609,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,16+,,Female
9.289141162,1.161691671,13263,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,16+,,Female
10.00689222,3.287304799,1173,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,25-34,,Female
15.43652163,4.972398704,637,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,25-34,,Female
10.44506898,2.946465881,1234,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,25-34,,Female
9.890435652,3.518244001,1705,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,35-44,,Female
13.75302969,7.328558176,525,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,35-44,,Female
20.79486845,8.504629416,898,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,35-44,,Female
1.232522705,0.872688666,745,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,45-54,,Female
7.941922117,5.598360389,283,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,45-54,,Female
6.056304371,1.67318075,2236,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,45-54,,Female
0,0,91,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,55-64,,Female
0,0,16,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,55-64,,Female
4.582282171,1.435813035,2837,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,55-64,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,65-74,,Female
5.254524335,1.329022363,2861,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,65-74,,Female
0,0,10,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,75+,,Female
5.143138451,1.50271997,2344,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,75+,,Female
18.26652715,8.552613989,291,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,16-24,,Male
14.62908731,4.489671134,930,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,16-24,,Male
5.941546451,1.79630652,3570,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,16+,,Male
11.07040602,7.810870512,172,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,16+,,Male
6.601474951,0.954567522,12695,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,16+,,Male
0,0,734,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,25-34,,Male
18.35283431,18.32703986,43,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,25-34,,Male
12.27439562,3.280236009,1488,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,25-34,,Male
2.662714509,2.661626589,1458,Quarter,2017 Q1,K04000001,,,Children,,Incidence rate,,Theft from the person,,35-44,,Male
16.38525712,16.27703214,62,Quarter,2017 Q1,K04000001,,,Lone parent,,Incidence rate,,Theft from the person,,35-44,,Male
4.897751062,1.981778312,1168,Quarter,2017 Q1,K04000001,,,No children,,Incidence rate,,Theft from the person,,35-44,,Male
