V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Accommodation type_codelist,Accommodation type,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,44,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,16+,,Male
12.38780311,2.800741126,4919,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,16+,,Male
17.16039626,3.676911159,4563,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,16+,,Male
44.66641364,31.92979873,241,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Violence with injury,,25-34,,Male
8.598601182,3.542262474,589,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Violence with injury,,25-34,,Male
16.89673261,5.595294291,1669,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Violence with injury,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,25-34,,Male
3.493683507,2.468611751,608,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,25-34,,Male
18.47258284,6.074709969,820,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,25-34,,Male
13.91202932,7.724331031,536,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Violence with injury,,35-44,,Male
26.95024287,12.22643291,486,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Violence with injury,,35-44,,Male
9.651380095,2.583706603,2195,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Violence with injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,35-44,,Male
7.14515605,3.131649644,829,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,35-44,,Male
9.430392554,3.606127316,830,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,35-44,,Male
8.629796206,4.357389626,748,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Violence with injury,,45-54,,Male
10.10818415,4.603022521,430,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Violence with injury,,45-54,,Male
16.17798479,3.727029263,2487,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Violence with injury,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,45-54,,Male
16.80628037,7.357639318,928,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,45-54,,Male
22.40072783,6.641772823,811,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,45-54,,Male
3.642387875,2.318082546,856,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Violence with injury,,55-64,,Male
11.28867677,6.034366071,381,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Violence with injury,,55-64,,Male
1.567365258,0.869300238,2330,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Violence with injury,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,55-64,,Male
0,0,802,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,55-64,,Male
0.88518056,0.886056656,672,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,55-64,,Male
2.11925699,1.499355651,946,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Violence with injury,,65-74,,Male
7.128359086,4.296321594,330,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Violence with injury,,65-74,,Male
1.814623561,0.881960435,2356,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Violence with injury,,65-74,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,65-74,,Male
0.697147739,0.697308161,810,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,65-74,,Male
2.87413358,2.375567071,600,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,65-74,,Male
0,0,675,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Violence with injury,,75+,,Male
0,0,218,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Violence with injury,,75+,,Male
0.420857442,0.420856429,1663,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Violence with injury,,75+,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Violence with injury,,75+,,Male
0,0,597,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Violence with injury,,75+,,Male
1.75069714,1.7507415,391,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Violence with injury,,75+,,Male
7.085820549,4.544051718,420,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,16-24,,All adults
11.37234633,4.692457606,499,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,16-24,,All adults
21.64900651,5.790431543,2079,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,16-24,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,16-24,,All adults
22.27652643,6.601444679,738,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,16-24,,All adults
28.23148658,11.95128012,921,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,16-24,,All adults
3.459463598,1.343459505,8833,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,16+,,All adults
6.781748678,1.639688657,5294,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,16+,,All adults
6.451654213,0.975294795,29953,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,16+,,All adults
0,0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,16+,,All adults
6.457470742,1.370093869,10904,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,16+,,All adults
8.854152763,2.146391212,10216,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,16+,,All adults
17.50603318,15.54303032,543,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,25-34,,All adults
6.690142923,3.075999344,1227,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,25-34,,All adults
8.056242426,2.638268742,4068,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,25-34,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,25-34,,All adults
6.174761357,1.883286464,1505,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,25-34,,All adults
6.758331509,2.634121749,2020,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,25-34,,All adults
1.727036929,1.05379837,1196,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,35-44,,All adults
12.93325844,6.600958616,930,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,35-44,,All adults
2.917026759,0.855082035,4862,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,35-44,,All adults
3.80514611,1.643433555,1832,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,35-44,,All adults
2.823705835,1.433280477,1834,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,35-44,,All adults
4.38240867,2.199916276,1590,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,45-54,,All adults
5.478007275,2.515023639,767,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,45-54,,All adults
8.839296487,2.501632455,5403,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,45-54,,All adults
9.213042694,5.175039584,2005,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,45-54,,All adults
12.43145666,4.26542663,1808,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,45-54,,All adults
1.528339716,1.000468437,1762,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,55-64,,All adults
2.22513291,1.591321459,684,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,55-64,,All adults
1.750455745,0.853601594,4954,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,55-64,,All adults
0,0,11,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,55-64,,All adults
2.004717689,2.004392949,1748,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,55-64,,All adults
1.703226356,1.048651681,1444,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,55-64,,All adults
0.497041007,0.496978968,1910,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,65-74,,All adults
0,0,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,65-74,,All adults
0.451484312,0.266993842,4913,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,65-74,,All adults
0,0,31,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,65-74,,All adults
0.742360703,0.527528464,1681,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,65-74,,All adults
0,0,1322,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,65-74,,All adults
0,0,1412,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,75+,,All adults
0,0,549,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,75+,,All adults
0.185883567,0.185890375,3674,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,75+,,All adults
0,0,23,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,75+,,All adults
0,0,1395,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,75+,,All adults
0.777241134,0.777299263,867,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,75+,,All adults
4.360216525,4.354093038,211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,16-24,,Female
7.392727988,5.869404485,273,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,16-24,,Female
18.56511314,7.277161387,1086,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,16-24,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,16-24,,Female
15.73063927,6.781881055,393,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,16-24,,Female
27.83308123,15.77843323,482,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,16-24,,Female
1.757238114,0.727965952,4622,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,16+,,Female
3.930666296,1.896932938,2634,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,16+,,Female
6.076003602,1.272064054,16260,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,16+,,Female
0,0,37,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,16+,,Female
6.961567491,2.149198349,5985,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,16+,,Female
8.586386135,2.778610636,5653,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,16+,,Female
0,0,302,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,25-34,,Female
9.430686232,6.115209395,638,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,25-34,,Female
7.088607785,1.992230323,2399,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,25-34,,Female
10.20044205,3.212443546,897,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,25-34,,Female
6.749768829,3.244189757,1200,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,25-34,,Female
0.591085018,0.590255912,660,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,35-44,,Female
0,0,444,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,35-44,,Female
1.249110785,0.687210873,2667,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,35-44,,Female
2.458521462,1.739723412,1003,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,35-44,,Female
0.505018142,0.505127704,1004,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,35-44,,Female
4.304892582,2.584910673,842,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,45-54,,Female
1.954806446,1.955399401,337,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,45-54,,Female
11.19735834,4.461784663,2916,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,45-54,,Female
13.15666741,9.667832795,1077,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,45-54,,Female
15.02843488,7.297246046,997,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,45-54,,Female
2.453355826,1.901639233,906,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,55-64,,Female
0,0,303,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,55-64,,Female
2.972243915,1.636003468,2624,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,55-64,,Female
3.844515674,3.845873651,946,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,55-64,,Female
2.47622211,1.859550329,772,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,55-64,,Female
0,0,964,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,65-74,,Female
0,0,308,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,65-74,,Female
0.269326508,0.269332017,2557,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,65-74,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,65-74,,Female
0.784149266,0.784171808,871,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,65-74,,Female
0,0,722,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,65-74,,Female
0,0,737,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,75+,,Female
0,0,331,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,75+,,Female
0,0,2011,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,75+,,Female
0,0,798,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,75+,,Female
0,0,476,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,75+,,Female
9.564788876,7.696587645,209,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,16-24,,Male
15.32065556,7.336993382,226,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,16-24,,Male
24.58513683,8.806885766,993,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,16-24,,Male
29.00274164,10.30448555,345,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,16-24,,Male
28.59650036,17.72587932,439,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,16-24,,Male
5.221478157,2.629606515,4211,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,16+,,Male
9.374458532,2.618943749,2660,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,16+,,Male
6.852502848,1.482411964,13693,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,16+,,Male
0,0,44,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,16+,,Male
5.900497154,1.508503428,4919,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,16+,,Male
9.136640493,3.297110579,4563,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,16+,,Male
35.10074238,31.09215414,241,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,25-34,,Male
4.393460032,2.39006243,589,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,25-34,,Male
9.081715818,5.002695367,1669,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,25-34,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,25-34,,Male
1.808976844,1.806774758,608,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,25-34,,Male
6.767389833,4.191078183,820,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,25-34,,Male
3.006127207,2.145255748,536,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,35-44,,Male
23.24600044,11.84149451,486,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,35-44,,Male
4.685235663,1.601617931,2195,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,35-44,,Male
5.219117283,2.823283305,829,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,35-44,,Male
5.209886343,2.864432489,830,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,35-44,,Male
4.462319583,3.608932648,748,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,45-54,,Male
8.194790461,4.187751507,430,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,45-54,,Male
6.326169595,1.946546731,2487,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,45-54,,Male
4.908142577,2.443364769,928,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,45-54,,Male
9.657031495,4.103319886,811,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,45-54,,Male
0.59383257,0.594350656,856,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,55-64,,Male
4.153617653,2.9696854,381,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,55-64,,Male
0.465050491,0.329682416,2330,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,55-64,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,55-64,,Male
0,0,802,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,55-64,,Male
0.88518056,0.886056656,672,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,55-64,,Male
1.007864154,1.007528128,946,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,65-74,,Male
0,0,330,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,65-74,,Male
0.650046404,0.474476026,2356,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,65-74,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,65-74,,Male
0.697147739,0.697308161,810,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,65-74,,Male
0,0,600,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,65-74,,Male
0,0,675,Quarter,2017 Q1,K04000001,,,Detached house,,Incidence rate,,Wounding,,75+,,Male
0,0,218,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Incidence rate,,Wounding,,75+,,Male
0.420857442,0.420856429,1663,Quarter,2017 Q1,K04000001,,,House,,Incidence rate,,Wounding,,75+,,Male
0,0,16,Quarter,2017 Q1,K04000001,,,Other accommodation,,Incidence rate,,Wounding,,75+,,Male
0,0,597,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Incidence rate,,Wounding,,75+,,Male
1.75069714,1.7507415,391,Quarter,2017 Q1,K04000001,,,Terraced house,,Incidence rate,,Wounding,,75+,,Male
0.233284832,0.055275799,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.550574363,0.128922343,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.475298646,0.043634212,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.519667337,0.073034911,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.61537986,0.08716301800000001,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
1.0130193859999999,0.11039223,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.702636028,0.114003874,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.961053013,0.058043801,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.870505627,0.09253127800000001,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
1.01325995,0.100469595,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.554157746,0.084080714,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.9644875190000001,0.137547605,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.71427438,0.050978045,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.668346266,0.081676489,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.883410675,0.09296624199999999,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Attempted domestic burglary,, ,, 
1.246304218,0.12210284699999999,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.212474124,0.16923517300000002,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.419859234,0.071018832,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Domestic burglary with entry,, ,, 
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.360766013,0.115082153,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.612646763,0.130936374,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.7672056790000001,0.14988317199999998,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,Domestic burglary,, ,, 
2.125539245,0.212149349,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,Domestic burglary,, ,, 
2.10574785,0.086818529,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,Domestic burglary,, ,, 
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,Domestic burglary,, ,, 
1.9886490769999998,0.13862301900000001,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,Domestic burglary,, ,, 
2.483663755,0.158790071,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,Domestic burglary,, ,, 
3.887449629,0.220417795,8816,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,All vehicle crime,, ,, 
4.036045092,0.283534912,5285,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,All vehicle crime,, ,, 
5.368875401,0.14165318699999999,29876,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,All vehicle crime,, ,, 
0.0,0.0,81,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,All vehicle crime,, ,, 
5.303964843,0.22279287600000003,10877,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,All vehicle crime,, ,, 
6.568105055,0.249164797,10183,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,All vehicle crime,, ,, 
4.132562946,0.23361910000000002,8364,Quarter,2017 Q1,K04000001,,,Detached house,,Prevalence rate,,All vehicle crime,, ,, 
7.969071962999999,0.5517480610000001,2734,Quarter,2017 Q1,K04000001,,,Flats/maisonettes,,Prevalence rate,,All vehicle crime,, ,, 
6.453711273,0.16957624100000002,25345,Quarter,2017 Q1,K04000001,,,House,,Prevalence rate,,All vehicle crime,, ,, 
0.0,0.0,67,Quarter,2017 Q1,K04000001,,,Other accommodation,,Prevalence rate,,All vehicle crime,, ,, 
6.291634022999999,0.261605546,9271,Quarter,2017 Q1,K04000001,,,Semi-detached house,,Prevalence rate,,All vehicle crime,, ,, 
8.906415915,0.33590388299999996,7710,Quarter,2017 Q1,K04000001,,,Terraced house,,Prevalence rate,,All vehicle crime,, ,, 
