V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Type of area (urban/rural)_codelist,Type of area (urban/rural),Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
16.10998038,3.61114069,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,65-74,,Male
2.81074333,2.807396088,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal theft,,75+,,Male
7.1658183,2.656645148,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal theft,,75+,,Male
96.46770469,22.63150669,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,16-24,,All adults
117.4393994,11.39791168,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,16-24,,All adults
39.8495877,3.922377829,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,16+,,All adults
53.94025552,2.459108977,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,16+,,All adults
46.63880826,10.47453431,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,25-34,,All adults
62.58783983,5.270007019,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,25-34,,All adults
45.6736129,11.16819515,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,35-44,,All adults
50.97778275,4.533467083,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,35-44,,All adults
54.80706975,11.09792041,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,45-54,,All adults
57.78234998,6.212201425,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,45-54,,All adults
28.31070098,7.728550255,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,55-64,,All adults
30.55392408,3.770559149,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,55-64,,All adults
16.78007095,5.231922544,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,65-74,,All adults
20.14274187,2.58433201,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,65-74,,All adults
6.269340244,2.329726463,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,75+,,All adults
13.27544632,2.190806815,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,75+,,All adults
77.01823938,23.85337874,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,16-24,,Female
91.44876562,12.27676179,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,16-24,,Female
37.03939605,4.70800645,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,16+,,Female
46.20832434,2.816427432,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,16+,,Female
44.96546395,12.63285255,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,25-34,,Female
56.02769812,6.227160248,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,25-34,,Female
39.6436996,14.03627903,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,35-44,,Female
53.9268314,6.231467695,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,35-44,,Female
57.09714002,14.15136549,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,45-54,,Female
47.17539562,7.952256834,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,45-54,,Female
29.06689651,9.614346067,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,55-64,,Female
27.00820578,4.638657051,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,55-64,,Female
13.8944038,4.95406612,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,65-74,,Female
16.12157292,3.045476176,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,65-74,,Female
8.983983332,3.528793082,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,75+,,Female
14.66329117,3.065228374,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,75+,,Female
116.1808188,38.17766425,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,16-24,,Male
142.1057877,18.69182487,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,16-24,,Male
42.89118564,6.281567808,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,16+,,Male
61.94140973,3.869944426,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,16+,,Male
48.36320593,14.54761712,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,25-34,,Male
69.14560368,8.570319039,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,25-34,,Male
52.71505243,17.64903084,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,35-44,,Male
48.04964062,6.554790179,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,35-44,,Male
52.4291841,16.50053066,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,45-54,,Male
68.69343283,9.474882728,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,45-54,,Male
27.47523405,12.33315103,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,55-64,,Male
34.15783612,5.847279236,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,55-64,,Male
19.66689161,9.287998532,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,65-74,,Male
24.57325295,4.240696984,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,65-74,,Male
2.81074333,2.807396088,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All personal crime,,75+,,Male
11.44354671,3.099948932,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All personal crime,,75+,,Male
4.571020361,2.724575562,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,16-24,,All adults
29.74602234,5.740237149,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,16-24,,All adults
12.17292936,2.413421615,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,16+,,All adults
14.53538943,1.262330276,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,16+,,All adults
14.98865065,6.175208761,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,25-34,,All adults
17.6207998,2.984715479,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,25-34,,All adults
13.73135893,6.452977678,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,35-44,,All adults
14.78274839,2.657027375,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,35-44,,All adults
24.08817214,8.68883991,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,45-54,,All adults
16.73395362,2.988905684,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,45-54,,All adults
10.85849241,6.303214743,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,55-64,,All adults
8.824772518,2.25533082,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,55-64,,All adults
9.822352883,4.562122694,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,65-74,,All adults
3.78974426,1.199786566,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,75+,,All adults
2.017599789,0.747785627,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,75+,,All adults
0,0,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,16-24,,Female
14.73481851,5.295673782,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,16-24,,Female
9.223002075,2.772973237,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,16+,,Female
9.803791996,1.298932675,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,16+,,Female
7.9351437,4.566050377,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,25-34,,Female
13.40784727,3.340607096,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,25-34,,Female
7.972087189,5.050747208,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,35-44,,Female
11.10906701,2.638112602,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,35-44,,Female
24.81136458,11.74327414,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,45-54,,Female
12.22829859,3.971936174,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,45-54,,Female
9.432053391,6.971016967,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,55-64,,Female
7.539552243,2.451034448,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,55-64,,Female
5.184662993,3.641325934,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,65-74,,Female
3.173944256,1.776880495,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,75+,,Female
1.246979616,0.736588903,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,75+,,Female
9.204003566,5.496342497,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,16-24,,Male
43.99239225,10.04850978,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,16-24,,Male
15.36576951,4.073537785,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,16+,,Male
19.43173937,2.14134767,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,16+,,Male
22.25735853,11.61842291,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,25-34,,Male
21.83222525,4.980964321,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,25-34,,Male
20.4567564,12.7352277,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,35-44,,Male
18.43038617,4.509636027,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,35-44,,Male
23.33724805,12.94907782,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,45-54,,Male
21.36879729,4.473721911,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,45-54,,Male
12.43446395,10.78997475,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,55-64,,Male
10.13108634,3.791304355,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,55-64,,Male
14.46189663,8.39715088,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,65-74,,Male
4.468230734,1.638857888,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence without injury,,75+,,Male
3.034787558,1.436052059,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence without injury,,75+,,Male
43.09756246,17.79198438,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,16-24,,All adults
65.69305543,8.944782153,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,16-24,,All adults
23.43387502,3.25442891,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,16+,,All adults
27.57409072,1.855406202,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,16+,,All adults
25.36976687,8.479034255,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,25-34,,All adults
32.9883253,4.296989254,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,25-34,,All adults
24.17240753,8.248961224,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,35-44,,All adults
24.96075595,3.307716086,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,35-44,,All adults
41.87462063,10.17747613,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,45-54,,All adults
32.61760027,4.552519713,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,45-54,,All adults
17.93903737,6.989100105,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,55-64,,All adults
12.9170537,2.593623731,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,55-64,,All adults
11.2346969,4.886284997,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,65-74,,All adults
5.500263195,1.313634946,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,75+,,All adults
2.227336461,0.776525978,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,75+,,All adults
10.39293854,6.078847497,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,16-24,,Female
40.24796157,9.139413604,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,16-24,,Female
17.08250271,3.337131263,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,16+,,Female
21.23563601,2.187514587,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,16+,,Female
19.68482865,9.823002196,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,25-34,,Female
28.66563311,5.058891439,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,25-34,,Female
11.91726871,5.933170705,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,35-44,,Female
19.72453024,3.672574497,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,35-44,,Female
41.27980215,13.03693067,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,45-54,,Female
29.49148611,7.156210482,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,45-54,,Female
20.42818694,8.879227511,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,55-64,,Female
13.15636773,3.326361264,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,55-64,,Female
5.184662993,3.641325934,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,65-74,,Female
4.453870039,1.901554988,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,75+,,Female
1.246979616,0.736588903,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,75+,,Female
76.24551661,34.97456031,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,16-24,,Male
89.84169959,15.05490064,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,16-24,,Male
30.30825344,5.847641259,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,16+,,Male
34.13324814,2.956345256,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,16+,,Male
31.2281513,12.65280789,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,25-34,,Male
37.30945063,7.025856644,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,25-34,,Male
38.48336269,16.62767818,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,35-44,,Male
30.15986082,5.442684538,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,35-44,,Male
42.49224811,15.8852522,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,45-54,,Male
35.8333481,5.678848272,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,45-54,,Male
15.18895213,10.95342101,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,55-64,,Male
12.67381195,3.987015805,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,55-64,,Male
17.28714922,9.09813114,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,65-74,,Male
6.653175828,1.848924017,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,All violence,,75+,,Male
3.521368236,1.515604682,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,All violence,,75+,,Male
38.5265421,17.45314479,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,16-24,,All adults
35.94703309,6.637404973,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,16-24,,All adults
11.26094566,2.23967142,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,16+,,All adults
13.03870129,1.270664336,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,16+,,All adults
10.38111622,5.154498829,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,25-34,,All adults
15.3675255,2.902046205,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,25-34,,All adults
10.4410486,5.23330972,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,35-44,,All adults
10.17800756,1.969706932,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,35-44,,All adults
17.78644849,5.357635026,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,45-54,,All adults
15.88364665,3.379464403,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,45-54,,All adults
7.080544968,2.89050999,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,55-64,,All adults
4.092281182,1.273107942,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,55-64,,All adults
1.412344016,1.076398675,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,65-74,,All adults
1.710518936,0.577372471,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,75+,,All adults
0.209736671,0.20975236,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,75+,,All adults
10.39293854,6.078847497,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,16-24,,Female
25.51314306,7.491879355,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,16-24,,Female
7.859500639,1.839261387,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,16+,,Female
11.43184401,1.639060423,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,16+,,Female
11.74968495,8.73100381,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,25-34,,Female
15.25778584,3.344739568,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,25-34,,Female
3.94518152,3.217873831,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,35-44,,Female
8.615463226,2.556724462,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,35-44,,Female
16.46843757,5.638025886,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,45-54,,Female
17.26318752,5.884145545,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,45-54,,Female
10.99613355,5.213474551,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,55-64,,Female
5.616815489,2.254596201,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,55-64,,Female
0,0,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,65-74,,Female
1.279925783,0.67714377,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,75+,,Female
0,0,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,75+,,Female
67.04151305,34.29876887,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,16-24,,Male
45.84930733,10.61534584,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,16-24,,Male
14.94248393,4.277396042,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,16+,,Male
14.70150876,1.953312262,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,16+,,Male
8.970792771,5.411313521,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,25-34,,Male
15.47722538,4.751535031,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,25-34,,Male
18.02660629,10.75526709,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,35-44,,Male
11.72947465,3.017510774,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,35-44,,Male
19.15500006,9.244055692,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,45-54,,Male
14.46455081,3.402347936,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,45-54,,Male
2.754488171,1.949867871,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,55-64,,Male
2.542725608,1.158499478,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,55-64,,Male
2.825252596,2.149524155,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,65-74,,Male
2.184945094,0.956745447,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Violence with injury,,75+,,Male
0.486580678,0.486598102,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Violence with injury,,75+,,Male
19.20669405,8.786490089,394,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,16-24,,All adults
20.00213622,5.462890061,2194,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,16-24,,All adults
5.236234388,1.276469953,7475,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,16+,,All adults
6.739997092,1.013183488,27945,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,16+,,All adults
7.240444307,4.638022978,731,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,25-34,,All adults
7.7808315,2.341995046,4578,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,25-34,,All adults
4.104303528,1.902929205,1005,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,35-44,,All adults
4.494990669,1.417655374,4811,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,35-44,,All adults
9.051870404,3.638976712,1390,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,45-54,,All adults
8.31501291,2.665832813,4806,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,45-54,,All adults
0.995157254,0.703339673,1365,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,55-64,,All adults
2.008051109,0.97888966,4299,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,55-64,,All adults
0.41684157,0.41662174,1518,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,65-74,,All adults
0.399837766,0.286518899,4074,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,65-74,,All adults
0,0,1072,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,75+,,All adults
0.209736671,0.20975236,3183,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,75+,,All adults
4.546945393,3.550086104,216,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,16-24,,Female
18.56303031,7.057395954,1147,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,16-24,,Female
2.824625968,1.125569605,4022,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,16+,,Female
6.423330932,1.354656955,14961,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,16+,,Female
7.88191208,7.840813077,421,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,25-34,,Female
7.523075333,2.059361318,2623,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,25-34,,Female
0.822190125,0.819865325,575,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,35-44,,Female
1.123413935,0.686032852,2553,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,35-44,,Female
6.715428289,3.523023945,740,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,45-54,,Female
11.26306834,5.007720165,2524,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,45-54,,Female
0.925049789,0.925027448,728,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,55-64,,Female
3.202279091,1.888980371,2216,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,55-64,,Female
0,0,756,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,65-74,,Female
0.31880396,0.318818163,2128,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,65-74,,Female
0,0,586,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,75+,,Female
0,0,1770,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,75+,,Female
