V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Long-standing illness or disability _codelist,Long-standing illness or disability ,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
104.4883345,15.09748526,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,35-44,,All adults
112.3534961,18.74672574,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,35-44,,All adults
41.71946431,4.250785336,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,35-44,,All adults
80.74399825,22.70587148,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,35-44,,All adults
92.26443561,16.96089755,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,45-54,,All adults
96.81259901,20.80271417,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,45-54,,All adults
47.78441972,5.265485935,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,45-54,,All adults
77.22462059,24.73479364,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,45-54,,All adults
56.00551985,9.902854301,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,55-64,,All adults
54.39064678,10.53620531,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,55-64,,All adults
21.02746708,3.058573494,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,55-64,,All adults
62.70955855,24.54952077,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,55-64,,All adults
24.87154054,5.192591099,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,65-74,,All adults
27.39782188,6.409367107,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,65-74,,All adults
16.8152496,2.452429824,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,65-74,,All adults
15.75339739,5.994493682,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,65-74,,All adults
14.90947351,3.009512471,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,75+,,All adults
14.86351219,3.312370042,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,75+,,All adults
8.903492331,2.057422865,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,75+,,All adults
15.17508444,7.232251845,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,75+,,All adults
218.4399493,56.51609128,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,16-24,,Female
239.5693949,66.28063718,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,16-24,,Female
70.5776717,9.609948533,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,16-24,,Female
156.6521619,108.8096206,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,16-24,,Female
67.62606131,6.354535015,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,16+,,Female
69.22700573,7.044835549,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,16+,,Female
37.75861274,2.563336497,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,16+,,Female
61.1990801,14.36107114,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,16+,,Female
136.4494054,26.26876231,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,25-34,,Female
157.2197442,33.46903428,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,25-34,,Female
44.23594313,5.255564698,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,25-34,,Female
78.15975837,32.36717106,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,25-34,,Female
112.8130662,21.14816961,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,35-44,,Female
122.2334064,25.28379741,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,35-44,,Female
41.43128132,5.648231637,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,35-44,,Female
79.01017214,33.68836345,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,35-44,,Female
71.79011065,14.52151264,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,45-54,,Female
80.29324803,17.72938347,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,45-54,,Female
42.06204153,7.893595973,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,45-54,,Female
38.53561702,16.96236552,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,45-54,,Female
57.42967793,12.22663127,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,55-64,,Female
53.0221759,12.58790761,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,55-64,,Female
16.75370847,3.515271822,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,55-64,,Female
76.53025881,35.62911151,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,55-64,,Female
20.93241204,5.067106774,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,65-74,,Female
20.11532416,5.633767634,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,65-74,,Female
13.21673234,3.03135471,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,65-74,,Female
24.71557129,11.63150221,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,65-74,,Female
14.61379415,3.883756127,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,75+,,Female
13.5337526,3.893795065,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,75+,,Female
12.33993748,3.249952203,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,75+,,Female
22.65268509,15.21603256,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,75+,,Female
309.2579119,101.1157411,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,16-24,,Male
431.4911756,156.7550003,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,16-24,,Male
119.5183566,14.85171973,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,16-24,,Male
105.8116094,51.74529209,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,16-24,,Male
78.85678027,10.84435883,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,16+,,Male
88.01095623,14.19424586,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,16+,,Male
53.63680281,3.303418056,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,16+,,Male
54.15163351,11.53595361,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,16+,,Male
109.6316029,43.60056055,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,25-34,,Male
144.4032067,64.7019623,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,25-34,,Male
63.03865507,7.528614829,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,25-34,,Male
43.41299901,25.84173139,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,25-34,,Male
94.76055984,21.8873953,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,35-44,,Male
99.72743124,27.95816829,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,35-44,,Male
42.00701803,6.242049977,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,35-44,,Male
82.29388819,30.80516071,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,35-44,,Male
118.1489035,33.8644803,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,45-54,,Male
119.4105002,42.88892021,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,45-54,,Male
53.3901303,6.969807003,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,45-54,,Male
115.1057914,46.27459548,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,45-54,,Male
54.42929993,15.53215092,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,55-64,,Male
56.00929034,17.6045855,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,55-64,,Male
25.34899683,5.020099889,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,55-64,,Male
50.5261124,33.7462329,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,55-64,,Male
29.0721545,9.286616044,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,65-74,,Male
35.70502265,12.12583004,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,65-74,,Male
20.68682845,3.873813949,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,65-74,,Male
8.365302284,5.169209565,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,65-74,,Male
15.32538705,4.76323182,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All personal crime,,75+,,Male
17.04057732,5.987767193,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All personal crime,,75+,,Male
4.689013304,2.247799219,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All personal crime,,75+,,Male
10.02319239,6.229205221,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All personal crime,,75+,,Male
60.07483055,21.7736964,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,16-24,,All adults
64.77653098,22.76951563,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,16-24,,All adults
22.12964903,4.903093913,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,16-24,,All adults
49.57781619,48.68521853,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,16-24,,All adults
17.72357914,2.747323634,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,16+,,All adults
18.68761322,3.076066651,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,16+,,All adults
13.11621295,1.222966553,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,16+,,All adults
14.48738115,6.142499079,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,16+,,All adults
18.15512807,6.425120403,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,25-34,,All adults
24.60177873,9.01206345,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,25-34,,All adults
17.25886478,2.944866562,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,25-34,,All adults
2.758417668,2.74265942,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,25-34,,All adults
21.18148113,6.960917448,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,35-44,,All adults
24.30125228,8.95894774,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,35-44,,All adults
13.55319142,2.631355226,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,35-44,,All adults
11.76312477,7.09430948,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,35-44,,All adults
29.60851213,8.892581629,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,45-54,,All adults
32.21018959,10.63539876,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,45-54,,All adults
15.25701833,2.984370582,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,45-54,,All adults
20.95692782,14.99836675,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,45-54,,All adults
16.45876311,6.228872063,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,55-64,,All adults
16.05370142,6.980028566,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,55-64,,All adults
6.606073764,2.107372623,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,55-64,,All adults
18.17542397,13.98744678,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,55-64,,All adults
7.838087847,3.509766738,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,65-74,,All adults
8.516848987,4.389348188,1483,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,65-74,,All adults
4.119929882,1.365470844,3698,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,65-74,,All adults
5.394548571,3.145200499,390,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,65-74,,All adults
2.191234985,1.034704048,1997,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,75+,,All adults
2.243507391,1.182201699,1669,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,75+,,All adults
1.010139157,0.599475181,2246,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,75+,,All adults
1.945357738,1.947225246,327,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,75+,,All adults
49.80490392,30.645775,184,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,16-24,,Female
29.24460579,18.03540872,144,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,16-24,,Female
7.322080986,2.618745294,1175,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,16-24,,Female
109.9283619,105.5769101,40,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,16-24,,Female
15.3607332,3.286147134,4755,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,16+,,Female
14.38064482,2.942855208,3893,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,16+,,Female
7.963885045,1.1717101,14173,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,16+,,Female
19.65605397,11.95708106,858,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,16+,,Female
28.4786372,10.6380733,407,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,25-34,,Female
36.55824018,14.15288997,306,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,25-34,,Female
10.76964859,3.071813161,2633,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,25-34,,Female
5.449627303,5.456088468,100,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,25-34,,Female
20.55666591,9.094055974,481,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,35-44,,Female
24.61328428,11.49701334,380,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,35-44,,Female
8.757000168,2.300373332,2639,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,35-44,,Female
6.000350744,6.000322346,101,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,35-44,,Female
20.66953568,8.939785301,751,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,45-54,,Female
24.60016792,11.12941904,601,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,45-54,,Female
12.66965899,4.408406275,2505,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,45-54,,Female
5.297423154,5.311169013,150,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,45-54,,Female
16.69996711,7.19391057,841,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,55-64,,Female
12.44062512,5.480295217,687,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,55-64,,Female
4.835520101,2.124550981,2091,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,55-64,,Female
34.81366983,29.4348196,153,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,55-64,,Female
4.737994252,2.871317857,965,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,65-74,,Female
5.04507492,3.452600864,786,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,65-74,,Female
3.177528788,1.953087881,1907,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,65-74,,Female
3.468825762,3.469401723,178,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,65-74,,Female
0.577773416,0.577829037,1126,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,75+,,Female
0.656993312,0.657022619,989,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,75+,,Female
1.339962376,0.970893753,1223,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,75+,,Female
0,0,136,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,75+,,Female
72.50076705,30.80229553,133,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,16-24,,Male
116.060199,48.28093168,87,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,16-24,,Male
35.79300522,9.135666015,1092,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,16-24,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,16-24,,Male
20.60215104,4.585669068,3797,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,16+,,Male
24.49730719,5.984119761,2871,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,16+,,Male
18.26843976,2.097330855,12597,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,16+,,Male
10.03928941,4.957794872,923,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,16+,,Male
3.890211483,3.887253006,199,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,25-34,,Male
5.932974161,5.924696953,133,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,25-34,,Male
23.54084746,5.013597217,2064,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,25-34,,Male
0,0,66,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,25-34,,Male
21.91160215,10.73494326,358,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,35-44,,Male
23.90248992,14.17565653,260,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,35-44,,Male
18.33891,4.645742583,2320,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,35-44,,Male
16.91454421,12.30312924,98,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,35-44,,Male
40.9095269,16.70829527,578,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,45-54,,Male
42.62043621,20.14174958,433,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,45-54,,Male
17.79162669,4.041776877,2348,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,45-54,,Male
36.28945946,29.13923325,144,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,45-54,,Male
16.19180501,10.46246314,749,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,55-64,,Male
20.32729086,13.80744152,581,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,55-64,,Male
8.396418284,3.677984669,1959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,55-64,,Male
3.508209656,3.508945529,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,55-64,,Male
11.14397047,6.574635162,909,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,65-74,,Male
12.47712818,8.52820193,697,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,65-74,,Male
5.133841971,1.951056174,1791,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,65-74,,Male
6.982045468,4.974890995,212,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,65-74,,Male
4.460789819,2.348914727,871,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,Violence without injury,,75+,,Male
4.840927656,2.920745759,680,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,Violence without injury,,75+,,Male
0.605641783,0.605051586,1023,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,Violence without injury,,75+,,Male
3.285663748,3.287086983,191,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,Violence without injury,,75+,,Male
183.9215667,46.95593487,317,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,16-24,,All adults
228.3411433,63.36682062,231,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All violence,,16-24,,All adults
47.16817392,6.800015313,2267,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All violence,,16-24,,All adults
84.75043935,53.63880131,86,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All violence,,16-24,,All adults
40.52725001,4.693190375,8552,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,16+,,All adults
43.60384986,5.697080637,6764,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All violence,,16+,,All adults
23.09514634,1.633083244,26770,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All violence,,16+,,All adults
30.11844866,7.240811722,1781,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All violence,,16+,,All adults
76.05103028,21.48723623,606,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,25-34,,All adults
94.94497735,29.7093817,439,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All violence,,25-34,,All adults
27.33753244,3.591125348,4697,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All violence,,25-34,,All adults
31.09271772,15.01381773,166,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All violence,,25-34,,All adults
53.63724828,11.30157826,839,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,35-44,,All adults
58.89967868,14.32723861,640,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All violence,,35-44,,All adults
20.19778375,3.083746071,4959,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All violence,,35-44,,All adults
37.75036346,13.29015807,199,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All violence,,35-44,,All adults
51.05257957,10.34261202,1329,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,45-54,,All adults
53.08586475,12.19775182,1034,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All violence,,45-54,,All adults
29.7669033,4.490313255,4853,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All violence,,45-54,,All adults
44.3494124,19.2728635,294,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All violence,,45-54,,All adults
26.69158613,7.160690149,1590,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,55-64,,All adults
25.51091826,7.987503169,1268,Quarter,2017 Q1,K04000001,,,Limiting disability/illness,,Incidence rate,,All violence,,55-64,,All adults
9.460876335,2.336913116,4050,Quarter,2017 Q1,K04000001,,,No disability/illness,,Incidence rate,,All violence,,55-64,,All adults
31.38565463,16.32588927,319,Quarter,2017 Q1,K04000001,,,Non-limiting disability/illness,,Incidence rate,,All violence,,55-64,,All adults
10.0105352,3.831080884,1874,Quarter,2017 Q1,K04000001,,,Disability/illness ONS,,Incidence rate,,All violence,,65-74,,All adults
