V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of visits to a nightclub last month_codelist,Number of visits to a nightclub last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
11.43886088,4.084928636,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,55-64,,All adults
7.726243824,7.490221677,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,55-64,,All adults
12.00255989,0.512211909,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,55-64,,All adults
1.814306593,1.818054681,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,65-74,,All adults
7.870152261,0.409311014,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,75+,,All adults
4.853507998,0.355418738,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,75+,,All adults
19.02264942,2.490915959,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,16-24,,Female
25.94917622,5.572134763,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,16-24,,Female
18.22494639,1.372552493,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,16-24,,Female
18.59020772,1.515140945,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,16+,,Female
25.96285265,4.839981486,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,16+,,Female
13.25238836,0.31139331,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,16+,,Female
17.6815363,2.342201543,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,25-34,,Female
23.95166197,9.448549138,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,25-34,,Female
16.01717543,0.810931954,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,25-34,,Female
20.84700356,3.950160685,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,35-44,,Female
16.81210824,0.766536273,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,35-44,,Female
21.72484918,5.488599509,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,45-54,,Female
16.40562965,0.750919488,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,45-54,,Female
10.98474098,6.427513907,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,55-64,,Female
11.70601382,0.735405485,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,65-74,,Female
6.998337018,0.528878064,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,75+,,Female
4.567371858,0.449234766,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,75+,,Female
15.89154035,2.364035628,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,16-24,,Male
30.00135582,5.341404641,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,16-24,,Male
20.31744752,1.512838684,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,16-24,,Male
16.83068425,1.474638871,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,16+,,Male
23.3238705,3.914691125,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,16+,,Male
13.76193597,0.33834738,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,16+,,Male
17.05953407,2.414086762,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,25-34,,Male
7.742023605,3.683995862,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,25-34,,Male
16.61656558,0.988142482,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,25-34,,Male
16.09993231,3.325144482,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,35-44,,Male
15.09201859,0.808983819,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,35-44,,Male
29.03060666,6.104418472,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,45-54,,Male
15.46400337,0.75032301,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,45-54,,Male
11.75711193,5.296957308,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,55-64,,Male
12.31165034,0.716485083,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,55-64,,Male
3.289721052,3.310421107,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,65-74,,Male
8.810386936,0.617321129,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Total CSEW crime,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Total CSEW crime,,75+,,Male
5.22910352,0.559810436,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Total CSEW crime,,75+,,Male
7.055468276,1.165680096,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,16-24,,All adults
18.86787766,3.2596923,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,16-24,,All adults
7.219289522,0.666185057,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,16-24,,All adults
6.363834447,0.703226995,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,16+,,All adults
15.59469388,2.51371964,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,16+,,All adults
3.285193352,0.118386051,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,16+,,All adults
6.730386891,1.144389329,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,25-34,,All adults
6.241208591,2.564877561,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,25-34,,All adults
4.202813238,0.316951328,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,25-34,,All adults
3.622624495,1.414207368,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,35-44,,All adults
7.641331122,5.67858859,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,35-44,,All adults
3.650261266,0.274319429,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,35-44,,All adults
7.830761405,2.650601024,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,45-54,,All adults
3.479770791,0.26279865,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,45-54,,All adults
1.191194113,1.190462294,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,55-64,,All adults
2.131955566,0.205524329,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,65-74,,All adults
1.590118918,0.177347761,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,75+,,All adults
1.092148677,0.164778798,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,75+,,All adults
6.661343439,1.67092109,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,16-24,,Female
17.19913338,4.707412748,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,16-24,,Female
6.456888016,0.85603522,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,16-24,,Female
5.855443965,0.98582925,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,16+,,Female
16.0437233,4.018114763,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,16+,,Female
3.064295414,0.153093777,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,16+,,Female
5.798468076,1.371828231,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,25-34,,Female
12.12157361,6.786159079,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,25-34,,Female
3.802962265,0.39426706,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,25-34,,Female
5.092456332,2.725630736,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,35-44,,Female
3.959337054,0.41213614,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,35-44,,Female
4.283642008,1.926972596,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,45-54,,Female
3.156221871,0.355285159,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,55-64,,Female
1.981569037,0.26740158,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,65-74,,Female
1.329590209,0.20983974,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,75+,,Female
1.275928489,0.237549111,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,75+,,Female
7.43632867,1.640531521,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,16-24,,Male
20.09164369,4.48724688,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,16-24,,Male
7.96999247,0.993765915,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,16-24,,Male
6.809967504,0.97969995,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,16+,,Male
15.31645393,3.23603834,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,16+,,Male
3.520596659,0.17531083,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,16+,,Male
7.47387311,1.726683059,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,25-34,,Male
4.437481146,2.563770235,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,25-34,,Male
4.626628631,0.507060799,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,25-34,,Male
2.423041302,1.249514846,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,35-44,,Male
3.331937932,0.363507175,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,35-44,,Male
11.04034037,4.630939408,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,45-54,,Male
3.814713188,0.38961665,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,45-54,,Male
2.025992971,2.025125541,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,55-64,,Male
2.288703688,0.309044129,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,65-74,,Male
1.871093733,0.285211347,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All personal crime,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All personal crime,,75+,,Male
0.850910801,0.221000744,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All personal crime,,75+,,Male
1.725292061,0.626898006,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,16-24,,All adults
3.770274403,1.401118467,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,16-24,,All adults
1.769103766,0.332790685,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,16-24,,All adults
1.391824497,0.329945086,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,16+,,All adults
3.304927301,1.079713576,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,16+,,All adults
0.85381904,0.061336531,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,16+,,All adults
1.257577414,0.427237026,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,25-34,,All adults
1.813044373,1.29827452,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,25-34,,All adults
1.144602736,0.175258225,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,25-34,,All adults
1.204746825,0.673884949,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,35-44,,All adults
3.610388812,3.70866449,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,35-44,,All adults
0.916381518,0.134111799,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,35-44,,All adults
0.777639629,0.550155148,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,45-54,,All adults
1.095353246,0.152473011,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,55-64,,All adults
0.528950419,0.099700582,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,65-74,,All adults
0.344332913,0.081150923,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,75+,,All adults
0.140786045,0.055918481,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,75+,,All adults
0.88327464,0.767485907,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,16-24,,Female
0.861798887,0.862991415,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,16-24,,Female
0.98495068,0.33484424,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,16-24,,Female
0.744356277,0.398691186,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,16+,,Female
1.031722101,0.786376535,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,16+,,Female
0.636454548,0.06678276,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,16+,,Female
0.624049162,0.440681969,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,25-34,,Female
3.289166212,3.272758366,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,25-34,,Female
0.927301484,0.200202544,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,25-34,,Female
0.234868028,0.235493095,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,35-44,,Female
0.779996228,0.174703898,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,35-44,,Female
1.637060954,1.157359982,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,45-54,,Female
0.831614905,0.18925814,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,55-64,,Female
0.490893884,0.128064038,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,65-74,,Female
0.231038482,0.0905578,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,75+,,Female
0.096925655,0.05725887,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,75+,,Female
2.538971019,0.988470245,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,16-24,,Male
5.903191705,2.332508633,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,16-24,,Male
2.54122453,0.578910927,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,16-24,,Male
1.960003852,0.512567662,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,16+,,Male
4.713513175,1.668428994,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,16+,,Male
1.085456877,0.101312638,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,16+,,Male
1.763007198,0.681930027,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,25-34,,Male
1.360262706,1.36148119,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,25-34,,Male
1.374927587,0.293396451,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,25-34,,Male
1.996300169,1.213765268,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,35-44,,Male
1.056847455,0.20172091,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,45-54,,Male
1.368378888,0.241565047,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,55-64,,Male
0.568616807,0.142944486,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,65-74,,Male
0.466518609,0.132858932,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Violence without injury,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Violence without injury,,75+,,Male
0.19835922,0.105096057,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Violence without injury,,75+,,Male
3.130491842,0.781557228,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,16-24,,All adults
9.254632995,2.34831498,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,16-24,,All adults
3.785058903,0.485569142,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,16-24,,All adults
2.348313589,0.40723496,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,16+,,All adults
7.767643557,1.800229309,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,16+,,All adults
1.520655975,0.082609531,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,16+,,All adults
1.729026983,0.471457804,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,25-34,,All adults
3.886321822,1.960202851,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,25-34,,All adults
2.065476097,0.233195867,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,25-34,,All adults
1.703311713,0.780261575,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,35-44,,All adults
3.610388812,3.70866449,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,35-44,,All adults
1.570835809,0.173934323,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,35-44,,All adults
2.498678162,1.416110919,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,45-54,,All adults
1.888028079,0.190484302,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,55-64,,All adults
0.827591823,0.124606808,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,65-74,,All adults
0.478451176,0.091223187,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,All violence,,75+,,All adults
0.157049469,0.058233005,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,All violence,,75+,,All adults
1.884382504,0.959279834,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,All violence,,16-24,,Female
